Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
35,572,35,2018-12-25,GSW,,LAL,L 101-127,*,33:09,2,7,.286,1,3,.333,1,4,.250,.357,0,0,,0,2,2,3,0,0,2,2,5,0.8,-13
36,573,36,2018-12-27,GSW,,POR,L 109-110 (OT),*,39:02,6,19,.316,2,9,.222,4,10,.400,.368,1,4,.250,1,7,8,2,3,1,1,2,15,9.0,5
37,574,37,2018-12-29,GSW,@,POR,W 115-105,*,33:35,12,21,.571,4,5,.800,8,16,.500,.667,4,4,1.000,0,4,4,1,1,0,0,1,32,24.6,1
38,575,38,2018-12-31,GSW,@,PHO,W 132-109,*,24:43,5,13,.385,2,4,.500,3,9,.333,.462,3,4,.750,3,2,5,1,1,0,1,5,15,8.9,-1
39,576,39,2019-01-03,GSW,,HOU,L 134-135 (OT),*,43:12,11,20,.550,4,8,.500,7,12,.583,.650,0,0,,0,5,5,4,3,2,1,3,26,22.9,-3
40,577,40,2019-01-05,GSW,@,SAC,W 127-123,*,39:30,8,15,.533,3,6,.500,5,9,.556,.633,1,2,.500,2,2,4,2,1,1,1,2,20,15.6,10
41,578,41,2019-01-08,GSW,,NYK,W 122-95,*,33:46,18,29,.621,7,16,.438,11,13,.846,.741,0,0,,1,1,2,0,2,2,1,1,43,32.9,31
42,579,42,2019-01-11,GSW,,CHI,W 146-109,*,25:16,10,18,.556,7,11,.636,3,7,.429,.750,3,4,.750,0,2,2,1,2,0,0,2,30,23.5,30
43,580,43,2019-01-13,GSW,@,DAL,W 119-114,*,33:53,7,20,.350,2,11,.182,5,9,.556,.400,0,0,,1,3,4,1,0,0,0,2,16,6.3,4
44,581,44,2019-01-15,GSW,@,DEN,W 142-111,*,24:51,13,19,.684,5,8,.625,8,11,.727,.816,0,0,,1,2,3,1,3,0,1,3,31,25.7,16
45,582,45,2019-01-16,GSW,,NOP,W 147-140,*,35:42,7,17,.412,4,8,.500,3,9,.333,.529,1,1,1.000,0,7,7,3,1,0,3,5,19,10.1,-5
46,583,46,2019-01-18,GSW,@,LAC,W 112-94,*,34:03,5,12,.417,0,4,.000,5,8,.625,.417,2,2,1.000,0,4,4,2,2,1,1,2,12,9.1,21
47,584,47,2019-01-21,GSW,@,LAL,W 130-111,*,26:51,17,20,.850,10,11,.909,7,9,.778,1.100,0,0,,0,3,3,2,0,1,2,2,44,37.0,29
48,585,48,2019-01-24,GSW,@,WAS,W 126-118,*,35:42,4,13,.308,1,4,.250,3,9,.333,.346,0,0,,0,1,1,5,0,0,0,3,9,4.1,2
49,586,49,2019-01-26,GSW,@,BOS,W 115-111,*,34:53,8,16,.500,3,8,.375,5,8,.625,.594,2,2,1.000,0,3,3,2,0,0,2,3,21,12.1,-12
50,587,50,2019-01-28,GSW,@,IND,W 132-100,*,31:09,7,16,.438,2,6,.333,5,10,.500,.500,0,1,.000,0,2,2,2,1,0,1,2,16,8.4,18
50,,51,2019-01-31,GSW,,PHI,L 104-113,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
51,588,52,2019-02-02,GSW,,LAL,W 115-101,*,35:30,10,15,.667,4,7,.571,6,8,.750,.800,4,4,1.000,0,5,5,2,0,0,3,2,28,20.6,11
52,589,53,2019-02-06,GSW,,SAS,W 141-102,*,28:53,11,13,.846,4,5,.800,7,8,.875,1.000,0,0,,1,0,1,6,3,1,1,1,26,28.5,27
53,590,54,2019-02-08,GSW,@,PHO,W 117-107,*,36:09,9,17,.529,4,5,.800,5,12,.417,.647,3,4,.750,0,6,6,2,1,3,2,2,25,19.8,2
54,591,55,2019-02-10,GSW,,MIA,W 120-118,*,37:49,11,21,.524,6,13,.462,5,8,.625,.667,1,1,1.000,1,2,3,2,0,0,0,1,29,21.0,-12
55,592,56,2019-02-12,GSW,,UTA,W 115-108,*,32:11,9,14,.643,3,5,.600,6,9,.667,.750,1,2,.500,0,4,4,1,0,2,1,4,22,16.1,8
56,593,57,2019-02-13,GSW,@,POR,L 107-129,*,32:13,2,16,.125,2,7,.286,0,9,.000,.188,3,3,1.000,1,3,4,8,0,0,1,2,9,4.0,-12
57,594,58,2019-02-21,GSW,,SAC,W 125-123,*,36:49,6,16,.375,3,9,.333,3,7,.429,.469,3,3,1.000,1,4,5,4,1,0,2,2,18,12.1,-4
58,595,59,2019-02-23,GSW,,HOU,L 112-118,*,37:35,7,17,.412,3,7,.429,4,10,.400,.500,3,3,1.000,1,3,4,6,2,0,0,1,20,18.3,-7
59,596,60,2019-02-25,GSW,@,CHO,W 121-110,*,37:14,11,19,.579,3,5,.600,8,14,.571,.658,1,2,.500,2,0,2,5,0,0,2,3,26,18.4,19
60,597,61,2019-02-27,GSW,@,MIA,L 125-126,*,37:19,14,23,.609,7,15,.467,7,8,.875,.761,1,1,1.000,0,2,2,1,3,0,0,1,36,29.4,12
61,598,62,2019-02-28,GSW,@,ORL,L 96-103,*,36:12,9,23,.391,3,12,.250,6,11,.545,.457,0,0,,1,2,3,0,0,0,0,1,21,9.4,-8
61,,63,2019-03-02,GSW,@,PHI,W 120-117,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
61,,64,2019-03-05,GSW,,BOS,L 95-128,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,599,65,2019-03-08,GSW,,DEN,W 122-105,*,35:24,13,22,.591,9,11,.818,4,11,.364,.795,4,5,.800,1,2,3,4,2,1,1,3,39,33.0,30
63,600,66,2019-03-10,GSW,,PHO,L 111-115,*,35:53,10,22,.455,4,15,.267,6,7,.857,.545,4,4,1.000,2,3,5,5,3,1,7,3,28,17.9,-10
64,601,67,2019-03-13,GSW,@,HOU,W 106-104,*,35:44,12,23,.522,5,10,.500,7,13,.538,.630,1,1,1.000,1,5,6,2,0,0,0,3,30,21.1,-3
65,602,68,2019-03-16,GSW,@,OKC,W 110-88,*,34:04,9,21,.429,3,8,.375,6,13,.462,.500,2,2,1.000,2,6,8,4,3,1,1,1,23,20.2,22
66,603,69,2019-03-18,GSW,@,SAS,L 105-111,*,37:47,5,18,.278,4,9,.444,1,9,.111,.389,0,0,,0,5,5,5,1,1,3,1,14,6.7,-10
67,604,70,2019-03-19,GSW,@,MIN,W 117-107,*,37:56,11,21,.524,4,10,.400,7,11,.636,.619,2,4,.500,0,3,3,4,1,1,3,2,28,18.5,-5
68,605,71,2019-03-21,GSW,,IND,W 112-89,*,28:46,7,18,.389,1,6,.167,6,12,.500,.417,3,3,1.000,1,7,8,4,1,1,0,0,18,15.5,26
69,606,72,2019-03-23,GSW,,DAL,L 91-126,*,26:42,4,13,.308,0,4,.000,4,9,.444,.308,0,0,,0,2,2,0,1,0,0,3,8,0.9,-39
70,607,73,2019-03-24,GSW,,DET,W 121-114,*,37:05,10,17,.588,4,6,.667,6,11,.545,.706,0,0,,0,2,2,2,0,0,1,2,24,16.3,-4
71,608,74,2019-03-27,GSW,@,MEM,W 118-103,*,35:05,5,12,.417,3,7,.429,2,5,.400,.542,0,0,,1,0,1,2,0,0,0,4,13,7.1,28
72,609,75,2019-03-29,GSW,@,MIN,L 130-131 (OT),*,41:04,8,18,.444,3,6,.500,5,12,.417,.528,1,2,.500,0,2,2,5,0,0,3,4,20,9.7,7
73,610,76,2019-03-31,GSW,,CHO,W 137-90,*,27:15,9,16,.563,6,9,.667,3,7,.429,.750,0,0,,0,1,1,0,0,0,2,0,24,14.7,29
74,611,77,2019-04-02,GSW,,DEN,W 116-102,*,29:17,6,15,.400,1,7,.143,5,8,.625,.433,0,0,,0,4,4,1,1,0,2,0,13,5.8,10
75,612,78,2019-04-04,GSW,@,LAL,W 108-90,*,29:15,3,11,.273,3,7,.429,0,4,.000,.409,2,2,1.000,0,4,4,3,0,1,0,1,11,8.1,24
76,613,79,2019-04-05,GSW,,CLE,W 120-114,*,36:12,5,15,.333,1,7,.143,4,8,.500,.367,0,0,,0,4,4,3,0,1,1,1,11,5.1,11
77,614,80,2019-04-07,GSW,,LAC,W 131-104,*,32:27,5,11,.455,2,5,.400,3,6,.500,.545,0,0,,0,1,1,0,1,0,1,1,12,6.2,12
77,,81,2019-04-09,GSW,@,NOP,W 112-103,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,615,82,2019-04-10,GSW,@,MEM,L 117-132,*,16:52,8,12,.667,3,5,.600,5,7,.714,.792,0,0,,0,1,1,3,1,1,0,0,19,17.9,-12
,,,,,,,55-23,78,2655,655,1402,.467,241,599,.402,414,803,.516,.553,129,158,.816,37,262,299,186,84,47,115,157,1680,14.4,354
