Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,,24,2015-12-11,GSW,@,BOS,W 124-119 (2OT),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
23,329,25,2015-12-12,GSW,@,MIL,L 95-108,*,30:27,4,14,.286,2,7,.286,2,7,.286,.357,2,4,.500,1,1,2,3,1,0,2,4,12,3.5,-5
24,330,26,2015-12-16,GSW,,PHO,W 128-103,*,30:32,15,22,.682,8,13,.615,7,9,.778,.864,5,5,1.000,0,3,3,2,1,0,1,0,43,35.9,37
25,331,27,2015-12-18,GSW,,MIL,W 121-112,*,36:47,8,16,.500,2,9,.222,6,7,.857,.563,9,10,.900,0,3,3,2,1,3,1,2,27,22.2,22
26,332,28,2015-12-23,GSW,,UTA,W 103-85,*,34:26,6,16,.375,3,7,.429,3,9,.333,.469,5,5,1.000,0,2,2,1,0,0,1,0,20,11.5,15
27,333,29,2015-12-25,GSW,,CLE,W 89-83,*,35:59,6,16,.375,1,4,.250,5,12,.417,.406,5,6,.833,2,4,6,1,0,1,1,1,18,11.4,2
28,334,30,2015-12-28,GSW,,SAC,W 122-103,*,36:59,10,22,.455,5,12,.417,5,10,.500,.568,4,6,.667,1,4,5,2,1,1,4,3,29,16.6,23
29,335,31,2015-12-30,GSW,@,DAL,L 91-114,*,33:57,4,15,.267,1,4,.250,3,11,.273,.300,1,2,.500,0,1,1,2,0,0,2,1,10,0.0,-11
30,336,32,2015-12-31,GSW,@,HOU,W 114-110,*,40:00,16,27,.593,6,11,.545,10,16,.625,.704,0,3,.000,2,5,7,0,0,1,4,5,38,21.9,10
31,337,33,2016-01-02,GSW,,DEN,W 111-108 (OT),*,45:58,11,27,.407,2,9,.222,9,18,.500,.444,2,4,.500,0,7,7,3,2,0,1,0,26,15.9,13
32,338,34,2016-01-04,GSW,,CHO,W 111-101,*,37:21,11,23,.478,6,11,.545,5,12,.417,.609,2,2,1.000,0,5,5,3,0,1,2,2,30,19.8,14
33,339,35,2016-01-05,GSW,@,LAL,W 109-88,*,34:25,12,22,.545,6,13,.462,6,9,.667,.682,6,6,1.000,0,2,2,1,0,1,1,1,36,26.0,29
34,340,36,2016-01-08,GSW,@,POR,W 128-108,*,32:21,13,22,.591,7,10,.700,6,12,.500,.750,3,4,.750,0,6,6,5,0,0,0,1,36,30.3,27
35,341,37,2016-01-09,GSW,@,SAC,W 128-116,*,34:37,7,17,.412,1,7,.143,6,10,.600,.441,0,0,,0,4,4,6,0,1,2,1,15,9.6,17
36,342,38,2016-01-11,GSW,,MIA,W 111-103,*,34:33,6,15,.400,2,4,.500,4,11,.364,.467,3,3,1.000,1,6,7,2,2,0,3,2,17,11.0,-3
37,343,39,2016-01-13,GSW,@,DEN,L 110-112,*,36:34,7,13,.538,2,5,.400,5,8,.625,.615,1,2,.500,1,3,4,3,0,0,2,2,17,11.2,4
38,344,40,2016-01-14,GSW,,LAL,W 116-98,*,27:08,4,14,.286,2,5,.400,2,9,.222,.357,2,2,1.000,1,2,3,1,0,1,1,2,12,4.7,10
39,345,41,2016-01-16,GSW,@,DET,L 95-113,*,32:02,8,18,.444,1,5,.200,7,13,.538,.472,7,8,.875,1,5,6,1,0,0,2,1,24,14.7,-4
40,346,42,2016-01-18,GSW,@,CLE,W 132-98,*,25:50,5,11,.455,1,5,.200,4,6,.667,.500,4,4,1.000,0,1,1,2,1,0,1,3,15,9.8,27
41,347,43,2016-01-20,GSW,@,CHI,W 125-94,*,32:07,7,18,.389,3,8,.375,4,10,.400,.472,3,4,.750,0,5,5,1,0,3,0,2,20,13.3,12
42,348,44,2016-01-22,GSW,,IND,W 122-110,*,34:52,6,16,.375,4,10,.400,2,6,.333,.500,2,2,1.000,1,2,3,5,0,0,3,0,18,11.0,18
43,349,45,2016-01-25,GSW,,SAS,W 120-90,*,25:26,4,10,.400,0,3,.000,4,7,.571,.400,3,3,1.000,0,4,4,1,0,0,2,3,11,4.3,22
44,350,46,2016-01-27,GSW,,DAL,W 127-107,*,31:33,14,20,.700,7,12,.583,7,8,.875,.875,10,10,1.000,0,5,5,1,0,2,1,1,45,38.8,14
45,351,47,2016-01-30,GSW,@,PHI,W 108-105,*,32:53,14,26,.538,4,10,.400,10,16,.625,.615,0,0,,0,2,2,3,0,0,5,1,32,16.7,13
46,352,48,2016-01-31,GSW,@,NYK,W 116-95,*,32:05,14,18,.778,5,6,.833,9,12,.750,.917,1,1,1.000,0,1,1,2,1,0,3,5,34,24.7,24
47,353,49,2016-02-03,GSW,@,WAS,W 134-121,*,33:09,8,19,.421,6,13,.462,2,6,.333,.579,2,2,1.000,0,4,4,0,1,0,1,1,24,14.7,16
48,354,50,2016-02-06,GSW,,OKC,W 116-108,*,34:16,8,15,.533,1,6,.167,7,9,.778,.567,1,1,1.000,0,4,4,0,0,0,2,3,18,8.7,2
49,355,51,2016-02-09,GSW,,HOU,W 123-110,*,34:51,5,19,.263,0,7,.000,5,12,.417,.263,3,4,.750,0,2,2,3,0,0,2,2,13,1.2,4
50,356,52,2016-02-10,GSW,@,PHO,W 112-104,*,33:16,8,20,.400,5,13,.385,3,7,.429,.525,3,3,1.000,0,3,3,1,5,0,2,2,24,17.0,15
51,357,53,2016-02-19,GSW,@,POR,L 105-137,*,28:28,8,16,.500,2,5,.400,6,11,.545,.563,5,6,.833,0,3,3,1,1,0,1,1,23,15.8,2
52,358,54,2016-02-20,GSW,@,LAC,W 115-112,*,39:31,11,22,.500,4,9,.444,7,13,.538,.591,6,6,1.000,0,7,7,3,3,0,0,1,32,27.8,16
53,359,55,2016-02-22,GSW,@,ATL,W 102-92,*,36:51,10,23,.435,5,14,.357,5,9,.556,.543,2,2,1.000,0,2,2,3,3,0,1,3,27,18.4,16
54,360,56,2016-02-24,GSW,@,MIA,W 118-112,*,33:54,13,25,.520,4,8,.500,9,17,.529,.600,3,3,1.000,0,3,3,0,4,0,1,2,33,23.8,9
55,361,57,2016-02-25,GSW,@,ORL,W 130-114,*,29:08,4,10,.400,1,5,.200,3,5,.600,.450,0,0,,0,2,2,1,0,1,1,1,9,4.2,5
56,362,58,2016-02-27,GSW,@,OKC,W 121-118 (OT),*,39:26,12,23,.522,2,9,.222,10,14,.714,.565,6,7,.857,0,3,3,1,2,1,1,3,32,22.4,-1
57,363,59,2016-03-01,GSW,,ATL,W 109-105 (OT),*,39:21,8,27,.296,6,16,.375,2,11,.182,.407,4,4,1.000,0,6,6,5,1,0,2,3,26,13.4,2
58,364,60,2016-03-03,GSW,,OKC,W 121-106,*,34:29,10,19,.526,1,7,.143,9,12,.750,.553,0,0,,0,2,2,3,2,0,2,1,21,14.0,6
59,365,61,2016-03-06,GSW,@,LAL,L 95-112,*,29:35,7,20,.350,0,8,.000,7,12,.583,.350,1,1,1.000,1,3,4,2,2,0,1,0,15,7.8,-9
60,366,62,2016-03-07,GSW,,ORL,W 119-113,*,36:19,11,23,.478,5,11,.455,6,12,.500,.587,0,0,,1,5,6,0,1,0,2,4,27,14.9,-9
61,367,63,2016-03-09,GSW,,UTA,W 115-94,*,30:09,9,14,.643,5,8,.625,4,6,.667,.821,0,0,,0,1,1,1,1,0,1,0,23,17.8,14
62,368,64,2016-03-11,GSW,,POR,W 128-112,*,31:37,13,22,.591,8,11,.727,5,11,.455,.773,3,3,1.000,3,2,5,0,0,0,0,1,37,29.1,34
63,369,65,2016-03-12,GSW,,PHO,W 123-116,*,37:17,6,17,.353,3,8,.375,3,9,.333,.441,5,5,1.000,1,5,6,3,1,0,0,4,20,14.2,-14
64,370,66,2016-03-14,GSW,,NOP,W 125-107,*,26:07,7,11,.636,2,4,.500,5,7,.714,.727,2,2,1.000,0,2,2,0,0,1,4,0,18,10.4,16
65,371,67,2016-03-16,GSW,,NYK,W 121-85,*,26:02,7,17,.412,5,9,.556,2,8,.250,.559,0,0,,3,4,7,0,0,1,1,0,19,12.9,11
66,372,68,2016-03-18,GSW,@,DAL,W 130-112,*,33:50,14,22,.636,10,15,.667,4,7,.571,.864,1,1,1.000,0,6,6,2,2,1,3,3,39,30.9,2
67,373,69,2016-03-19,GSW,@,SAS,L 79-87,*,38:12,7,20,.350,1,7,.143,6,13,.462,.375,0,0,,0,5,5,1,1,1,2,2,15,4.9,-6
68,374,70,2016-03-21,GSW,@,MIN,W 109-104,*,30:02,5,14,.357,5,5,1.000,0,9,.000,.536,2,2,1.000,0,5,5,2,1,0,2,2,17,10.3,3
69,375,71,2016-03-23,GSW,,LAC,W 114-98,*,36:25,12,21,.571,7,10,.700,5,11,.455,.738,1,1,1.000,0,4,4,3,1,0,3,2,32,22.6,23
70,376,72,2016-03-25,GSW,,DAL,W 128-120,*,35:00,13,25,.520,9,16,.563,4,9,.444,.700,5,6,.833,1,4,5,1,1,1,1,1,40,30.2,12
71,377,73,2016-03-27,GSW,,PHI,W 117-105,*,38:28,15,27,.556,7,14,.500,8,13,.615,.685,3,3,1.000,2,0,2,0,0,1,2,0,40,27.2,13
72,378,74,2016-03-29,GSW,,WAS,W 102-94,*,31:38,7,19,.368,2,8,.250,5,11,.455,.421,0,0,,0,4,4,1,1,1,2,3,16,5.9,5
73,379,75,2016-03-30,GSW,@,UTA,W 103-96 (OT),*,38:50,6,15,.400,3,8,.375,3,7,.429,.500,3,4,.750,0,4,4,1,0,0,0,1,18,11.0,10
74,380,76,2016-04-01,GSW,,BOS,L 106-109,*,37:03,6,16,.375,2,6,.333,4,10,.400,.438,1,1,1.000,0,3,3,3,1,0,1,1,15,8.8,-8
75,381,77,2016-04-03,GSW,,POR,W 136-111,*,34:54,8,17,.471,2,6,.333,6,11,.545,.529,3,3,1.000,0,3,3,3,0,2,0,2,21,15.9,24
76,382,78,2016-04-05,GSW,,MIN,L 117-124 (OT),*,40:22,12,22,.545,4,11,.364,8,11,.727,.636,0,0,,0,3,3,3,0,1,4,4,28,15.5,-1
77,383,79,2016-04-07,GSW,,SAS,W 112-101,*,35:06,5,13,.385,2,5,.400,3,8,.375,.462,2,2,1.000,2,1,3,6,1,0,1,4,14,11.2,10
78,384,80,2016-04-09,GSW,@,MEM,W 100-99,*,35:27,7,16,.438,2,10,.200,5,6,.833,.500,4,4,1.000,1,4,5,3,1,1,1,0,20,16.3,17
79,385,81,2016-04-10,GSW,@,SAS,W 92-86,*,34:53,6,14,.429,2,4,.500,4,10,.400,.500,0,0,,1,5,6,0,2,1,2,2,14,8.7,4
80,386,82,2016-04-13,GSW,,MEM,W 125-104,*,28:21,6,13,.462,4,10,.400,2,3,.667,.615,0,0,,0,2,2,2,0,1,0,1,16,11.6,9
,,,,,,,71-9,80,2661,651,1386,.470,276,650,.425,375,736,.510,.569,193,221,.873,35,271,306,166,60,49,138,152,1771,14.6,837
