Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
13,13,13,1984-11-21,CHI,@,MIL,L 98-108,*,42:00,11,22,.500,0,0,,11,22,.500,.500,13,14,.929,4,9,13,2,2,2,6,3,35,26.7
14,14,14,1984-11-23,CHI,@,SEA,W 113-94,*,30:00,9,13,.692,0,0,,9,13,.692,.692,5,6,.833,0,4,4,3,4,1,4,4,23,19.5
15,15,15,1984-11-24,CHI,@,POR,L 131-141,*,41:00,10,24,.417,0,1,.000,10,23,.435,.417,10,10,1.000,3,3,6,8,3,1,4,4,30,23.9
16,16,16,1984-11-27,CHI,@,GSW,L 103-109,*,24:00,6,10,.600,0,0,,6,10,.600,.600,1,1,1.000,0,2,2,3,3,2,4,1,13,11.1
17,17,17,1984-11-29,CHI,@,PHO,L 95-100,*,30:00,9,17,.529,1,1,1.000,8,16,.500,.559,3,4,.750,1,2,3,2,2,0,2,5,22,14.0
18,18,18,1984-11-30,CHI,@,LAC,W 104-100,*,37:00,9,15,.600,0,0,,9,15,.600,.600,2,4,.500,2,3,5,5,3,0,4,4,20,15.5
19,19,19,1984-12-02,CHI,@,LAL,W 113-112,*,42:00,7,13,.538,0,0,,7,13,.538,.538,6,8,.750,2,0,2,3,1,1,4,3,20,12.9
20,20,20,1984-12-04,CHI,,NJN,W 112-97,*,35:00,7,13,.538,0,0,,7,13,.538,.538,6,6,1.000,1,2,3,6,1,0,3,3,20,16.0
21,21,21,1984-12-07,CHI,,NYK,W 95-93,*,43:00,8,16,.500,0,1,.000,8,15,.533,.500,5,7,.714,1,1,2,3,2,0,6,5,21,9.3
22,22,22,1984-12-08,CHI,,DAL,W 99-97,*,35:00,10,23,.435,0,0,,10,23,.435,.435,0,0,,4,3,7,2,0,2,2,3,20,11.2
23,23,23,1984-12-11,CHI,,DET,L 101-108,*,37:00,13,28,.464,0,1,.000,13,27,.481,.464,1,3,.333,1,7,8,6,2,0,3,4,27,16.2
24,24,24,1984-12-12,CHI,@,DET,L 95-102,*,30:00,6,17,.353,0,2,.000,6,15,.400,.353,9,10,.900,0,1,1,2,2,1,1,5,21,12.5
25,25,25,1984-12-14,CHI,@,NJN,L 109-111,*,44:00,12,25,.480,0,0,,12,25,.480,.480,10,10,1.000,2,6,8,8,1,0,0,4,34,29.5
26,26,26,1984-12-15,CHI,,PHI,L 102-114,*,27:00,7,16,.438,0,0,,7,16,.438,.438,0,0,,1,1,2,2,1,0,1,2,14,7.2
27,27,27,1984-12-18,CHI,,HOU,L 96-104,*,45:00,8,20,.400,0,1,.000,8,19,.421,.400,2,4,.500,1,2,3,8,3,0,1,2,18,14.5
28,28,28,1984-12-20,CHI,@,ATL,W 132-129 (2OT),*,41:00,12,22,.545,0,0,,12,22,.545,.545,10,16,.625,4,4,8,7,5,1,7,5,34,26.6
29,29,29,1984-12-22,CHI,,BOS,W 110-85,*,35:00,12,18,.667,0,0,,12,18,.667,.667,8,8,1.000,1,11,12,8,0,3,3,3,32,31.7
30,30,30,1984-12-27,CHI,,CLE,W 112-108,*,44:00,20,33,.606,0,1,.000,20,32,.625,.606,5,5,1.000,2,5,7,11,3,0,3,1,45,40.1
31,31,31,1984-12-29,CHI,,ATL,L 101-104,*,39:00,7,18,.389,0,0,,7,18,.389,.389,7,9,.778,1,3,4,5,0,0,3,6,21,10.1
32,32,32,1985-01-02,CHI,@,ATL,L 107-121,*,34:00,10,14,.714,0,0,,10,14,.714,.714,5,6,.833,1,6,7,4,3,0,4,2,25,22.3
33,33,33,1985-01-04,CHI,,MIL,W 106-101,*,38:00,9,16,.563,0,1,.000,9,15,.600,.563,4,5,.800,0,2,2,6,3,0,0,4,22,20.2
34,34,34,1985-01-05,CHI,@,NYK,L 113-119,*,42:00,16,25,.640,0,0,,16,25,.640,.640,10,11,.909,4,3,7,4,2,1,3,3,42,35.5
35,35,35,1985-01-09,CHI,@,BOS,L 108-111,*,42:00,12,24,.500,0,0,,12,24,.500,.500,12,13,.923,4,2,6,6,2,1,4,4,36,28.3
36,36,36,1985-01-11,CHI,,NYK,W 113-97,*,30:00,8,14,.571,0,0,,8,14,.571,.571,7,7,1.000,2,4,6,5,2,0,5,3,23,18.3
37,37,37,1985-01-12,CHI,@,CLE,L 98-101,*,36:00,10,21,.476,0,1,.000,10,20,.500,.476,4,6,.667,4,8,12,3,1,0,3,5,24,15.8
38,38,38,1985-01-14,CHI,,DEN,W 122-113,*,43:00,11,16,.688,0,0,,11,16,.688,.688,13,15,.867,2,12,14,15,3,1,6,3,35,39.4
39,39,39,1985-01-16,CHI,@,NJN,L 94-100,*,44:00,8,17,.471,0,1,.000,8,16,.500,.471,11,12,.917,1,6,7,7,2,0,6,3,27,20.1
40,40,40,1985-01-17,CHI,,CLE,W 98-93,*,40:00,8,20,.400,0,0,,8,20,.400,.400,9,12,.750,0,4,4,6,2,2,3,4,25,17.2
41,41,41,1985-01-19,CHI,@,IND,L 107-110,*,41:00,15,27,.556,2,4,.500,13,23,.565,.593,6,8,.750,2,10,12,7,3,2,2,5,38,34.0
42,42,42,1985-01-22,CHI,,POR,W 123-115,*,39:00,11,20,.550,0,1,.000,11,19,.579,.550,7,7,1.000,1,11,12,5,2,0,4,4,29,23.3
43,43,43,1985-01-25,CHI,,SEA,W 93-76,*,37:00,6,15,.400,0,1,.000,6,14,.429,.400,10,10,1.000,2,2,4,8,4,2,1,3,22,24.7
44,44,44,1985-01-26,CHI,,ATL,W 117-104,*,43:00,17,24,.708,0,0,,17,24,.708,.708,11,11,1.000,1,7,8,10,0,4,5,3,45,41.4
45,45,45,1985-01-29,CHI,,KCK,W 103-97,*,38:00,11,17,.647,0,0,,11,17,.647,.647,4,6,.667,0,7,7,7,3,0,1,3,26,25.5
46,46,46,1985-01-30,CHI,@,WSB,L 95-106,*,41:00,12,19,.632,0,0,,12,19,.632,.632,14,15,.933,0,7,7,8,4,0,4,3,38,35.6
47,47,47,1985-02-01,CHI,@,PHI,L 110-121,*,37:00,9,16,.563,0,2,.000,9,14,.643,.563,13,14,.929,0,6,6,5,2,0,3,5,31,25.3
48,48,48,1985-02-05,CHI,,BOS,L 106-110,*,45:00,14,25,.560,0,1,.000,14,24,.583,.560,13,14,.929,4,8,12,7,4,1,1,6,41,40.1
49,49,49,1985-02-07,CHI,@,CLE,L 99-108,*,38:00,8,17,.471,0,0,,8,17,.471,.471,7,8,.875,3,1,4,7,4,0,7,6,23,15.8
50,50,50,1985-02-12,CHI,,DET,W 139-126 (OT),*,45:00,19,31,.613,0,0,,19,31,.613,.613,11,13,.846,7,8,15,5,4,0,6,5,49,40.9
51,51,51,1985-02-15,CHI,,IND,L 96-114,*,37:00,8,20,.400,0,1,.000,8,19,.421,.400,1,2,.500,1,6,7,6,0,2,4,1,17,9.5
52,52,52,1985-02-17,CHI,@,MIL,L 105-125,*,34:00,9,15,.600,0,0,,9,15,.600,.600,8,8,1.000,2,1,3,3,2,1,5,1,26,20.2
53,53,53,1985-02-19,CHI,,LAL,L 117-127,*,30:00,6,13,.462,0,2,.000,6,11,.545,.462,4,5,.800,4,2,6,8,0,0,3,5,16,12.9
54,54,54,1985-02-22,CHI,@,BOS,L 105-115,*,42:00,8,18,.444,0,0,,8,18,.444,.444,10,12,.833,1,3,4,7,3,0,3,3,26,21.1
55,55,55,1985-02-23,CHI,,GSW,W 140-125,*,32:00,15,20,.750,0,0,,15,20,.750,.750,8,8,1.000,1,4,5,5,3,0,0,4,38,36.8
56,56,56,1985-02-26,CHI,,CLE,L 118-123 (OT),*,48:00,12,27,.444,0,1,.000,12,26,.462,.444,4,4,1.000,3,6,9,5,0,0,1,4,28,18.7
57,57,57,1985-02-27,CHI,@,DET,L 99-108,*,35:00,8,17,.471,0,1,.000,8,16,.500,.471,8,9,.889,1,5,6,2,4,1,4,3,24,18.0
58,58,58,1985-03-01,CHI,,NYK,W 109-104,*,38:00,6,15,.400,0,0,,6,15,.400,.400,9,12,.750,2,8,10,10,3,0,7,2,21,17.7
59,59,59,1985-03-03,CHI,,NJN,L 113-117,*,41:00,13,21,.619,0,0,,13,21,.619,.619,11,12,.917,6,8,14,5,3,1,3,2,37,37.1
60,60,60,1985-03-05,CHI,,WSB,W 104-99,*,44:00,12,23,.522,0,0,,12,23,.522,.522,13,17,.765,2,7,9,8,2,1,2,3,37,32.7
61,61,61,1985-03-06,CHI,@,BOS,W 107-104,*,42:00,13,28,.464,0,0,,13,28,.464,.464,7,7,1.000,2,5,7,3,5,2,5,2,33,24.2
62,62,62,1985-03-08,CHI,,LAC,W 117-101,*,28:00,7,13,.538,1,2,.500,6,11,.545,.577,11,14,.786,2,6,8,7,0,1,1,3,26,25.1
63,63,63,1985-03-09,CHI,,UTA,L 105-111,*,38:00,9,21,.429,1,1,1.000,8,20,.400,.452,9,16,.563,2,4,6,4,5,0,6,5,28,16.5
64,64,64,1985-03-11,CHI,@,WSB,L 112-119,*,34:00,6,14,.429,0,0,,6,14,.429,.429,9,10,.900,1,3,4,4,0,0,4,2,21,12.8
65,65,65,1985-03-12,CHI,,DET,W 111-110,*,39:00,11,24,.458,0,1,.000,11,23,.478,.458,10,11,.909,3,5,8,4,1,0,5,2,32,20.8
66,66,66,1985-03-14,CHI,@,NYK,L 97-106,*,34:00,5,18,.278,0,0,,5,18,.278,.278,6,11,.545,1,2,3,8,1,0,1,3,16,9.1
67,67,67,1985-03-15,CHI,,PHO,W 103-97,*,42:00,11,15,.733,0,0,,11,15,.733,.733,5,6,.833,1,8,9,14,2,2,6,3,27,29.6
68,68,68,1985-03-17,CHI,,MIL,W 119-117 (OT),*,48:00,11,25,.440,0,3,.000,11,22,.500,.440,10,13,.769,6,5,11,16,1,1,3,5,32,31.3
69,69,69,1985-03-19,CHI,@,HOU,L 100-106,*,42:00,11,22,.500,0,0,,11,22,.500,.500,9,10,.900,2,2,4,7,2,1,7,3,31,21.0
70,70,70,1985-03-20,CHI,@,SAS,L 98-106,*,43:00,14,23,.609,0,1,.000,14,22,.636,.609,10,12,.833,3,4,7,4,3,0,2,5,38,31.8
71,71,71,1985-03-23,CHI,@,DAL,W 107-97,*,43:00,5,17,.294,0,0,,5,17,.294,.294,10,10,1.000,3,6,9,10,2,1,1,1,20,22.3
72,72,72,1985-03-24,CHI,@,UTA,L 92-110,*,35:00,9,24,.375,0,0,,9,24,.375,.375,8,11,.727,3,6,9,6,4,2,3,2,26,21.3
73,73,73,1985-03-26,CHI,,IND,W 120-119,*,40:00,13,24,.542,0,1,.000,13,23,.565,.542,12,13,.923,4,5,9,5,3,0,3,5,38,31.8
74,74,74,1985-03-28,CHI,@,CLE,L 114-122,*,41:00,11,25,.440,1,3,.333,10,22,.455,.460,12,14,.857,4,4,8,10,2,0,2,4,35,30.5
75,75,75,1985-03-30,CHI,,PHI,L 117-122,*,42:00,13,19,.684,1,1,1.000,12,18,.667,.711,11,13,.846,2,3,5,6,1,0,3,1,38,33.2
76,76,76,1985-04-02,CHI,,NJN,W 108-94,*,44:00,12,19,.632,0,0,,12,19,.632,.632,7,8,.875,5,3,8,9,3,0,7,1,31,28.4
77,77,77,1985-04-03,CHI,@,WSB,W 100-91,*,40:00,12,19,.632,0,1,.000,12,18,.667,.632,1,3,.333,1,5,6,3,4,0,2,5,25,20.0
78,78,78,1985-04-05,CHI,@,PHI,L 113-116,*,38:00,13,21,.619,0,1,.000,13,20,.650,.619,14,15,.933,0,1,1,5,3,0,2,6,40,32.5
79,79,79,1985-04-06,CHI,@,ATL,W 117-114,*,43:00,12,18,.667,0,0,,12,18,.667,.667,9,9,1.000,2,5,7,4,3,2,7,4,33,26.7
80,80,80,1985-04-08,CHI,@,IND,L 103-107,*,39:00,6,20,.300,0,1,.000,6,19,.316,.300,10,14,.714,2,6,8,5,3,0,5,2,22,12.7
81,81,81,1985-04-12,CHI,,ATL,L 108-119,*,36:00,11,16,.688,0,1,.000,11,15,.733,.688,6,7,.857,2,1,3,6,5,0,7,3,28,23.5
82,82,82,1985-04-13,CHI,@,NJN,L 111-123,*,40:00,9,24,.375,1,5,.200,8,19,.421,.396,10,11,.909,2,0,2,9,1,0,4,3,29,18.9
,,,,,,,38-44,82,3144,837,1625,.515,9,52,.173,828,1573,.526,.518,630,746,.845,167,367,534,481,196,69,291,285,2313,22.8
