Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,247,19,2014-12-06,GSW,@,CHI,W 112-102,*,37:36,9,23,.391,2,8,.250,7,15,.467,.435,4,4,1.000,0,5,5,5,2,2,2,3,24,16.7,25
19,248,20,2014-12-08,GSW,@,MIN,W 102-86,*,29:54,7,15,.467,3,6,.500,4,9,.444,.567,4,4,1.000,0,1,1,3,0,0,1,2,21,13.9,8
20,249,21,2014-12-10,GSW,,HOU,W 105-93,*,34:52,8,18,.444,1,8,.125,7,10,.700,.472,4,4,1.000,0,4,4,4,1,2,4,2,21,13.2,8
21,250,22,2014-12-13,GSW,@,DAL,W 105-98,*,41:15,10,21,.476,5,11,.455,5,10,.500,.595,0,0,,0,5,5,3,1,1,2,3,25,16.4,-7
22,251,23,2014-12-14,GSW,@,NOP,W 128-122 (OT),*,41:39,10,22,.455,2,7,.286,8,15,.533,.500,7,9,.778,0,4,4,3,1,3,3,3,29,19.0,20
23,252,24,2014-12-16,GSW,@,MEM,L 98-105,*,40:20,8,16,.500,4,5,.800,4,11,.364,.625,2,2,1.000,0,2,2,0,1,1,2,1,22,13.9,-17
24,253,25,2014-12-18,GSW,,OKC,W 114-109,*,35:17,7,15,.467,2,4,.500,5,11,.455,.533,3,3,1.000,0,2,2,5,1,1,1,0,19,16.1,-5
25,254,26,2014-12-22,GSW,,SAC,W 128-108,*,27:36,10,16,.625,2,4,.500,8,12,.667,.688,3,3,1.000,0,2,2,3,1,0,1,0,25,20.5,10
26,255,27,2014-12-23,GSW,@,LAL,L 105-115,*,30:06,6,15,.400,4,8,.500,2,7,.286,.533,2,2,1.000,1,2,3,1,1,1,1,1,18,12.2,-21
27,256,28,2014-12-25,GSW,@,LAC,L 86-100,*,36:35,6,18,.333,2,10,.200,4,8,.500,.389,1,2,.500,0,3,3,3,2,1,3,2,15,6.3,-9
28,257,29,2014-12-27,GSW,,MIN,W 110-97,*,24:25,8,15,.533,4,9,.444,4,6,.667,.667,1,2,.500,0,5,5,4,1,0,2,2,21,15.8,15
29,258,30,2014-12-30,GSW,,PHI,W 126-86,*,23:44,6,14,.429,2,8,.250,4,6,.667,.500,0,0,,0,3,3,3,1,0,4,2,14,5.8,14
30,259,31,2015-01-02,GSW,,TOR,W 126-105,*,28:37,8,13,.615,4,6,.667,4,7,.571,.769,0,0,,0,2,2,1,2,3,3,4,20,14.9,19
31,260,32,2015-01-05,GSW,,OKC,W 117-91,*,18:49,6,12,.500,3,5,.600,3,7,.429,.625,4,5,.800,0,3,3,0,1,1,3,4,19,10.6,10
32,261,33,2015-01-07,GSW,,IND,W 117-102,*,40:02,14,25,.560,6,11,.545,8,14,.571,.680,6,6,1.000,0,4,4,3,1,1,2,1,40,30.7,20
33,262,34,2015-01-09,GSW,,CLE,W 112-94,*,29:38,8,17,.471,4,10,.400,4,7,.571,.588,4,4,1.000,1,3,4,2,2,1,1,3,24,18.8,8
34,263,35,2015-01-13,GSW,@,UTA,W 116-105,*,26:43,5,8,.625,2,2,1.000,3,6,.500,.750,0,0,,0,4,4,3,0,0,1,1,12,10.3,12
35,264,36,2015-01-14,GSW,,MIA,W 104-89,*,32:39,7,17,.412,3,9,.333,4,8,.500,.500,2,2,1.000,0,4,4,1,1,2,1,1,19,12.8,3
36,265,37,2015-01-16,GSW,@,OKC,L 115-127,*,33:15,12,22,.545,3,6,.500,9,16,.563,.614,5,6,.833,2,2,4,4,0,0,3,1,32,22.4,-14
37,266,38,2015-01-17,GSW,@,HOU,W 131-106,*,30:48,9,15,.600,3,5,.600,6,10,.600,.700,6,9,.667,0,5,5,2,1,5,1,0,27,25.3,18
38,267,39,2015-01-19,GSW,,DEN,W 122-79,*,23:17,7,13,.538,4,8,.500,3,5,.600,.692,4,4,1.000,0,3,3,3,1,0,0,0,22,19.7,20
39,268,40,2015-01-21,GSW,,HOU,W 126-113,*,31:16,10,21,.476,3,8,.375,7,13,.538,.548,4,4,1.000,3,0,3,5,4,0,0,2,27,25.1,29
40,269,41,2015-01-23,GSW,,SAC,W 126-101,*,32:49,16,25,.640,11,15,.733,5,10,.500,.860,9,10,.900,0,2,2,5,4,2,4,3,52,44.8,38
41,270,42,2015-01-25,GSW,,BOS,W 114-111,*,32:05,11,19,.579,3,7,.429,8,12,.667,.658,6,8,.750,1,1,2,1,0,0,1,4,31,20.4,1
42,271,43,2015-01-27,GSW,,CHI,L 111-113 (OT),*,43:35,13,27,.481,4,10,.400,9,17,.529,.556,0,1,.000,3,7,10,2,1,0,4,2,30,17.7,-6
43,272,44,2015-01-30,GSW,@,UTA,L 100-110,*,31:11,5,10,.500,0,3,.000,5,7,.714,.500,2,2,1.000,0,2,2,0,0,0,1,2,12,5.8,-14
44,273,45,2015-01-31,GSW,,PHO,W 106-87,*,32:43,9,17,.529,3,9,.333,6,8,.750,.618,1,1,1.000,0,3,3,4,0,2,5,2,22,13.0,19
45,274,46,2015-02-03,GSW,@,SAC,W 121-96,*,23:46,6,12,.500,2,5,.400,4,7,.571,.583,0,0,,0,1,1,1,1,0,2,0,14,8.0,-2
46,275,47,2015-02-04,GSW,,DAL,W 128-114,*,33:58,7,17,.412,4,10,.400,3,7,.429,.529,0,0,,0,0,0,5,2,0,3,0,18,11.4,8
47,276,48,2015-02-06,GSW,@,ATL,L 116-124,*,36:16,11,20,.550,4,8,.500,7,12,.583,.650,3,4,.750,0,4,4,5,2,1,3,2,29,22.6,2
48,277,49,2015-02-07,GSW,@,NYK,W 106-92,*,38:25,5,22,.227,2,6,.333,3,16,.188,.273,4,4,1.000,1,3,4,2,0,0,2,0,16,3.6,13
49,278,50,2015-02-09,GSW,@,PHI,W 89-84,*,29:09,4,14,.286,1,6,.167,3,8,.375,.321,4,4,1.000,0,2,2,3,1,0,3,1,13,5.1,1
50,279,51,2015-02-11,GSW,@,MIN,W 94-91,*,29:38,5,14,.357,3,7,.429,2,7,.286,.464,1,2,.500,0,2,2,0,0,2,3,0,14,4.8,-4
51,280,52,2015-02-20,GSW,,SAS,W 110-99,*,32:48,7,17,.412,3,7,.429,4,10,.400,.500,3,4,.750,0,3,3,3,0,0,3,1,20,10.1,7
52,281,53,2015-02-22,GSW,@,IND,L 98-104,*,37:27,12,28,.429,5,13,.385,7,15,.467,.518,10,10,1.000,0,3,3,0,0,0,2,1,39,22.7,4
53,282,54,2015-02-24,GSW,@,WAS,W 114-107,*,34:34,7,13,.538,1,2,.500,6,11,.545,.577,2,2,1.000,0,1,1,4,5,0,3,2,17,15.0,1
54,283,55,2015-02-26,GSW,@,CLE,L 99-110,*,33:38,5,13,.385,3,5,.600,2,8,.250,.500,0,0,,1,6,7,4,0,3,3,1,13,9.9,-4
55,284,56,2015-02-27,GSW,@,TOR,W 113-89,*,28:13,9,18,.500,5,8,.625,4,10,.400,.639,2,2,1.000,0,1,1,5,1,1,0,2,25,20.7,44
56,285,57,2015-03-01,GSW,@,BOS,W 106-101,*,38:17,9,23,.391,2,10,.200,7,13,.538,.435,0,0,,0,5,5,2,1,1,0,2,20,11.3,17
57,286,58,2015-03-02,GSW,@,BRK,L 108-110,*,31:23,3,17,.176,1,9,.111,2,8,.250,.206,0,0,,0,4,4,5,1,0,1,0,7,1.0,-9
58,287,59,2015-03-04,GSW,,MIL,W 102-93,*,36:08,5,16,.313,3,8,.375,2,8,.250,.406,4,4,1.000,0,0,0,5,3,0,1,3,17,12.1,5
59,288,60,2015-03-06,GSW,,DAL,W 104-89,*,30:58,5,14,.357,2,5,.400,3,9,.333,.429,4,5,.800,0,1,1,2,0,1,4,2,16,5.4,23
60,289,61,2015-03-08,GSW,,LAC,W 106-98,*,29:38,9,13,.692,3,5,.600,6,8,.750,.808,0,0,,0,1,1,2,0,1,2,1,21,15.5,21
61,290,62,2015-03-09,GSW,@,PHO,W 98-80,*,30:39,8,19,.421,4,8,.500,4,11,.364,.526,5,5,1.000,0,2,2,3,0,1,2,1,25,15.9,17
62,291,63,2015-03-11,GSW,,DET,W 105-98,*,34:52,11,19,.579,3,6,.500,8,13,.615,.658,2,2,1.000,0,2,2,3,1,1,2,1,27,20.1,11
62,,64,2015-03-13,GSW,@,DEN,L 103-114,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
63,292,65,2015-03-14,GSW,,NYK,W 125-94,*,25:34,9,17,.529,6,10,.600,3,7,.429,.706,3,3,1.000,0,2,2,2,0,0,0,1,27,20.3,30
64,293,66,2015-03-16,GSW,,LAL,W 108-105,*,34:53,10,22,.455,3,9,.333,7,13,.538,.523,3,3,1.000,0,3,3,1,0,1,0,3,26,15.7,-1
64,,67,2015-03-18,GSW,,ATL,W 114-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,,68,2015-03-20,GSW,,NOP,W 112-96,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,,69,2015-03-21,GSW,,UTA,W 106-91,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,294,70,2015-03-23,GSW,,WAS,W 107-76,*,17:45,3,9,.333,0,5,.000,3,4,.750,.333,2,2,1.000,0,1,1,3,1,0,1,0,8,5.3,3
66,295,71,2015-03-24,GSW,@,POR,W 122-108,*,25:12,6,13,.462,1,3,.333,5,10,.500,.500,3,3,1.000,0,2,2,2,1,1,0,1,16,12.6,5
67,296,72,2015-03-27,GSW,@,MEM,W 107-84,*,26:44,10,17,.588,6,9,.667,4,8,.500,.765,2,2,1.000,0,2,2,1,1,0,0,2,28,21.6,14
68,297,73,2015-03-28,GSW,@,MIL,W 108-95,*,34:04,8,17,.471,3,8,.375,5,9,.556,.559,2,2,1.000,1,4,5,4,2,1,2,3,21,16.5,30
69,298,74,2015-03-31,GSW,@,LAC,W 110-106,*,34:14,8,21,.381,3,7,.429,5,14,.357,.452,6,7,.857,2,6,8,4,1,0,1,2,25,18.3,2
70,299,75,2015-04-02,GSW,,PHO,W 107-106,*,32:29,6,14,.429,2,7,.286,4,7,.571,.500,2,2,1.000,1,2,3,6,0,1,0,1,16,14.4,-4
71,300,76,2015-04-04,GSW,@,DAL,W 123-110,*,27:41,7,17,.412,5,10,.500,2,7,.286,.559,2,4,.500,1,2,3,3,2,0,2,4,21,12.9,10
72,301,77,2015-04-05,GSW,@,SAS,L 92-107,*,24:05,3,11,.273,0,3,.000,3,8,.375,.273,0,0,,0,0,0,2,1,0,1,1,6,0.5,-13
73,302,78,2015-04-07,GSW,@,NOP,L 100-103,*,30:03,2,10,.200,1,5,.200,1,5,.200,.250,2,2,1.000,0,3,3,1,1,1,4,2,7,-0.7,-2
74,303,79,2015-04-09,GSW,,POR,W 116-105,*,36:04,10,21,.476,3,5,.600,7,16,.438,.548,3,4,.750,0,4,4,2,1,1,2,3,26,16.0,11
75,304,80,2015-04-11,GSW,,MIN,W 110-101,*,37:53,10,25,.400,3,9,.333,7,16,.438,.460,0,0,,1,1,2,3,3,0,1,1,23,14.2,19
76,305,81,2015-04-13,GSW,,MEM,W 111-107,*,29:58,15,20,.750,8,10,.800,7,10,.700,.950,4,4,1.000,0,5,5,3,1,0,2,0,42,36.6,25
77,306,82,2015-04-15,GSW,,DEN,W 133-126,*,16:01,8,12,.667,5,7,.714,3,5,.600,.875,4,4,1.000,0,3,3,0,0,1,2,0,25,19.4,7
,,,,,,,64-13,77,2457,602,1299,.463,239,545,.439,363,754,.481,.555,225,256,.879,27,220,247,222,87,60,149,122,1668,15.0,775
