Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
11,475,11,2017-11-06,GSW,,MIA,W 97-80,*,32:17,5,15,.333,3,8,.375,2,7,.286,.433,0,0,,2,4,6,2,1,2,2,1,13,8.5,10
12,476,12,2017-11-08,GSW,,MIN,W 125-101,*,33:15,11,20,.550,6,12,.500,5,8,.625,.700,0,1,.000,0,5,5,3,1,0,1,2,28,20.8,14
13,477,13,2017-11-11,GSW,,PHI,W 135-114,*,29:36,9,17,.529,4,6,.667,5,11,.455,.647,1,1,1.000,1,0,1,2,1,0,1,1,23,16.4,14
14,478,14,2017-11-13,GSW,,ORL,W 110-100,*,31:22,5,11,.455,3,5,.600,2,6,.333,.591,2,2,1.000,1,3,4,5,0,0,2,1,15,12.0,14
15,479,15,2017-11-16,GSW,@,BOS,L 88-92,*,34:03,5,18,.278,3,11,.273,2,7,.286,.361,0,0,,1,6,7,3,0,1,1,5,13,4.7,4
16,480,16,2017-11-18,GSW,@,PHI,W 124-116,*,36:10,7,16,.438,1,3,.333,6,13,.462,.469,2,2,1.000,0,4,4,1,0,0,1,2,17,8.7,-2
17,481,17,2017-11-19,GSW,@,BRK,W 118-111,*,33:21,10,17,.588,1,1,1.000,9,16,.563,.618,2,2,1.000,1,9,10,1,2,1,2,1,23,19.5,11
18,482,18,2017-11-22,GSW,@,OKC,L 91-108,*,28:21,3,12,.250,3,8,.375,0,4,.000,.375,0,0,,1,3,4,2,0,1,1,2,9,3.7,-20
19,483,19,2017-11-24,GSW,,CHI,W 143-94,*,25:48,12,17,.706,5,9,.556,7,8,.875,.853,0,0,,0,4,4,1,1,1,4,0,29,21.5,19
20,484,20,2017-11-25,GSW,,NOP,W 110-95,*,36:13,9,19,.474,4,8,.500,5,11,.455,.579,2,2,1.000,0,4,4,2,2,2,0,0,24,20.3,18
21,485,21,2017-11-27,GSW,,SAC,L 106-110,*,32:30,7,20,.350,5,12,.417,2,8,.250,.475,2,2,1.000,1,4,5,2,1,1,1,4,21,12.2,0
22,486,22,2017-11-29,GSW,@,LAL,W 127-123 (OT),*,38:42,6,12,.500,4,8,.500,2,4,.500,.667,4,4,1.000,0,3,3,2,1,0,0,1,20,16.9,4
23,487,23,2017-12-01,GSW,@,ORL,W 133-112,*,35:18,11,14,.786,3,4,.750,8,10,.800,.893,2,2,1.000,0,3,3,5,0,0,0,1,27,25.6,18
24,488,24,2017-12-03,GSW,@,MIA,W 123-95,*,31:05,8,15,.533,2,7,.286,6,8,.750,.600,1,2,.500,1,4,5,4,0,0,1,1,19,14.6,33
25,489,25,2017-12-04,GSW,@,NOP,W 125-115,*,37:01,8,13,.615,4,5,.800,4,8,.500,.769,2,3,.667,0,3,3,1,1,0,0,0,22,18.3,11
26,490,26,2017-12-06,GSW,@,CHO,W 101-87,*,36:17,9,14,.643,4,7,.571,5,7,.714,.786,0,0,,0,4,4,3,0,0,3,0,22,16.1,18
27,491,27,2017-12-08,GSW,@,DET,W 102-98,*,35:43,8,18,.444,2,9,.222,6,9,.667,.500,3,3,1.000,0,4,4,5,1,0,3,2,21,13.5,5
28,492,28,2017-12-11,GSW,,POR,W 111-104,*,37:11,9,21,.429,4,10,.400,5,11,.455,.524,2,2,1.000,1,2,3,3,1,0,4,3,24,12.1,5
29,493,29,2017-12-14,GSW,,DAL,W 112-97,*,36:42,10,18,.556,5,5,1.000,5,13,.385,.694,0,0,,0,5,5,0,0,0,4,1,25,13.5,20
30,494,30,2017-12-18,GSW,@,LAL,W 116-114 (OT),*,42:15,6,24,.250,4,13,.308,2,11,.182,.333,1,2,.500,2,8,10,2,0,0,2,3,17,4.2,-10
31,495,31,2017-12-20,GSW,,MEM,W 97-84,*,37:12,10,16,.625,3,4,.750,7,12,.583,.719,6,6,1.000,0,2,2,5,2,0,3,0,29,24.9,17
32,496,32,2017-12-22,GSW,,LAL,W 113-106,*,34:21,7,18,.389,2,9,.222,5,9,.556,.444,0,0,,0,1,1,1,1,2,2,1,16,7.2,6
33,497,33,2017-12-23,GSW,,DEN,L 81-96,*,34:08,6,21,.286,1,10,.100,5,11,.455,.310,2,2,1.000,1,4,5,4,3,0,3,0,15,7.4,-7
34,498,34,2017-12-25,GSW,,CLE,W 99-92,*,35:43,8,15,.533,4,7,.571,4,8,.500,.667,4,4,1.000,0,6,6,2,0,0,0,1,24,19.5,2
35,499,35,2017-12-27,GSW,,UTA,W 126-101,*,30:16,5,12,.417,3,5,.600,2,7,.286,.542,2,2,1.000,0,0,0,1,0,1,2,1,15,7.6,14
36,500,36,2017-12-29,GSW,,CHO,L 100-111,*,36:11,10,20,.500,3,7,.429,7,13,.538,.575,1,2,.500,0,3,3,2,0,0,2,3,24,12.7,-6
37,501,37,2017-12-30,GSW,,MEM,W 141-128,*,34:23,8,19,.421,5,11,.455,3,8,.375,.553,0,0,,0,0,0,5,0,0,3,1,21,11.0,12
38,502,38,2018-01-03,GSW,@,DAL,W 125-122,*,36:27,11,19,.579,3,6,.500,8,13,.615,.658,0,0,,1,4,5,4,2,1,1,1,25,22.1,1
39,503,39,2018-01-04,GSW,@,HOU,W 124-114,*,37:34,11,20,.550,6,9,.667,5,11,.455,.700,0,0,,0,3,3,4,0,0,1,2,28,20.3,14
40,504,40,2018-01-06,GSW,@,LAC,W 121-105,*,25:34,4,16,.250,2,8,.250,2,8,.250,.313,0,0,,3,1,4,3,1,1,2,2,10,3.8,22
41,505,41,2018-01-08,GSW,,DEN,W 124-114,*,35:26,8,17,.471,3,6,.500,5,11,.455,.559,0,0,,1,4,5,1,0,2,0,0,19,14.3,10
41,,42,2018-01-10,GSW,,LAC,L 106-125,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,506,43,2018-01-12,GSW,@,MIL,W 108-94,*,35:23,4,10,.400,0,2,.000,4,8,.500,.400,4,4,1.000,0,5,5,2,0,0,3,3,12,5.3,20
43,507,44,2018-01-13,GSW,@,TOR,W 127-125,*,38:31,11,16,.688,2,5,.400,9,11,.818,.750,2,2,1.000,0,4,4,0,1,1,0,2,26,21.3,-11
44,508,45,2018-01-15,GSW,@,CLE,W 118-108,*,34:41,7,12,.583,3,6,.500,4,6,.667,.708,0,0,,0,4,4,2,1,1,2,2,17,12.9,10
45,509,46,2018-01-17,GSW,@,CHI,W 119-112,*,37:10,12,22,.545,7,13,.538,5,9,.556,.705,7,9,.778,0,4,4,2,0,1,3,0,38,26.9,14
46,510,47,2018-01-20,GSW,@,HOU,L 108-116,*,36:32,3,11,.273,2,5,.400,1,6,.167,.364,0,0,,0,1,1,1,2,0,1,3,8,2.3,0
47,511,48,2018-01-23,GSW,,NYK,W 123-112,*,34:08,4,10,.400,0,3,.000,4,7,.571,.400,1,2,.500,0,2,2,4,0,0,0,2,9,5.8,25
48,512,49,2018-01-25,GSW,,MIN,W 126-113,*,35:30,9,13,.692,7,9,.778,2,4,.500,.962,0,0,,0,5,5,3,1,1,3,1,25,21.4,4
49,513,50,2018-01-27,GSW,,BOS,W 109-105,*,36:24,3,12,.250,0,4,.000,3,8,.375,.250,1,1,1.000,0,4,4,3,1,2,1,1,7,4.1,6
50,514,51,2018-01-30,GSW,@,UTA,L 99-129,*,30:40,12,17,.706,3,5,.600,9,12,.750,.794,0,0,,1,5,6,3,2,0,3,3,27,22.0,-19
51,515,52,2018-02-02,GSW,@,SAC,W 119-104,*,35:19,8,12,.667,4,8,.500,4,4,1.000,.833,0,1,.000,0,6,6,3,0,0,1,2,20,16.5,15
52,516,53,2018-02-03,GSW,@,DEN,L 108-115,*,36:26,7,15,.467,2,7,.286,5,8,.625,.533,0,0,,0,1,1,5,2,0,0,0,16,14.1,-7
53,517,54,2018-02-06,GSW,,OKC,L 105-125,*,31:12,5,13,.385,2,6,.333,3,7,.429,.462,0,0,,0,4,4,2,1,0,3,3,12,4.3,-17
54,518,55,2018-02-08,GSW,,DAL,W 121-103,*,34:14,8,15,.533,2,6,.333,6,9,.667,.600,0,0,,1,4,5,4,0,0,3,1,18,12.0,18
55,519,56,2018-02-10,GSW,,SAS,W 122-105,*,34:13,10,14,.714,5,6,.833,5,8,.625,.893,0,0,,0,3,3,0,0,0,3,1,25,16.7,16
56,520,57,2018-02-12,GSW,,PHO,W 129-83,*,22:41,7,12,.583,2,4,.500,5,8,.625,.667,0,0,,0,0,0,1,0,1,2,1,16,9.4,12
57,521,58,2018-02-14,GSW,@,POR,L 117-123,*,38:03,6,15,.400,3,7,.429,3,8,.375,.500,2,2,1.000,1,3,4,2,0,0,1,2,17,10.1,-2
58,522,59,2018-02-22,GSW,,LAC,W 134-127,*,36:08,8,15,.533,2,5,.400,6,10,.600,.600,1,2,.500,0,2,2,1,0,1,2,4,19,9.7,14
59,523,60,2018-02-24,GSW,,OKC,W 112-80,*,30:33,5,16,.313,1,11,.091,4,5,.800,.344,0,2,.000,1,3,4,2,1,0,0,0,11,5.0,10
60,524,61,2018-02-26,GSW,@,NYK,W 125-111,*,33:21,9,13,.692,4,6,.667,5,7,.714,.846,4,4,1.000,0,4,4,5,1,0,1,1,26,24.8,22
61,525,62,2018-02-28,GSW,@,WAS,W 109-101,*,36:44,5,11,.455,3,6,.500,2,5,.400,.591,0,0,,1,2,3,0,2,0,0,0,13,10.6,-10
62,526,63,2018-03-02,GSW,@,ATL,W 114-109,*,35:54,6,9,.667,2,4,.500,4,5,.800,.778,1,2,.500,0,4,4,3,1,1,2,5,15,11.7,-2
63,527,64,2018-03-06,GSW,,BRK,W 114-101,*,38:06,8,15,.533,2,5,.400,6,10,.600,.600,0,0,,0,5,5,5,1,0,2,1,18,14.3,8
64,528,65,2018-03-08,GSW,,SAS,W 110-107,*,36:27,5,16,.313,1,5,.200,4,11,.364,.344,2,2,1.000,0,2,2,6,0,0,0,0,13,8.6,19
65,529,66,2018-03-09,GSW,@,POR,L 108-125,*,35:50,9,19,.474,4,7,.571,5,12,.417,.579,3,4,.750,0,2,2,3,1,0,3,3,25,14.4,-15
66,530,67,2018-03-11,GSW,@,MIN,L 103-109,*,39:56,8,22,.364,3,12,.250,5,10,.500,.432,2,2,1.000,0,4,4,5,0,0,4,0,21,9.5,-11
66,,68,2018-03-14,GSW,,LAL,W 117-106,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,69,2018-03-16,GSW,,SAC,L 93-98,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,70,2018-03-17,GSW,@,PHO,W 124-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,71,2018-03-19,GSW,@,SAS,L 75-89,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,72,2018-03-23,GSW,,ATL,W 106-94,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,73,2018-03-25,GSW,,UTA,L 91-110,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,74,2018-03-27,GSW,,IND,L 81-92,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,75,2018-03-29,GSW,,MIL,L 107-116,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,531,76,2018-03-31,GSW,@,SAC,W 112-96,*,32:07,10,19,.526,3,7,.429,7,12,.583,.605,2,3,.667,1,1,2,1,1,0,4,3,25,12.8,3
68,532,77,2018-04-01,GSW,,PHO,W 117-107,*,32:55,10,19,.526,2,5,.400,8,14,.571,.579,1,1,1.000,0,2,2,2,2,0,1,0,23,16.7,1
69,533,78,2018-04-03,GSW,@,OKC,W 111-107,*,35:19,9,19,.474,2,8,.250,7,11,.636,.526,0,0,,0,4,4,3,3,0,4,3,20,11.4,-1
70,534,79,2018-04-05,GSW,@,IND,L 106-126,*,30:04,6,16,.375,4,9,.444,2,7,.286,.500,0,0,,3,4,7,1,1,0,1,0,16,11.2,-14
71,535,80,2018-04-07,GSW,,NOP,L 120-126,*,37:23,7,14,.500,3,5,.600,4,9,.444,.607,1,1,1.000,1,3,4,1,0,0,0,1,18,12.9,4
72,536,81,2018-04-08,GSW,@,PHO,W 117-100,*,34:26,14,23,.609,6,13,.462,8,10,.800,.739,0,0,,0,3,3,1,1,0,2,0,34,24.1,14
73,537,82,2018-04-10,GSW,@,UTA,L 79-119,*,35:14,9,27,.333,3,8,.375,6,19,.316,.389,2,2,1.000,0,1,1,1,1,0,2,2,23,6.9,-40
,,,,,,,55-18,73,2501,575,1178,.488,229,521,.440,346,657,.527,.585,82,98,.837,31,246,277,185,55,34,128,117,1461,13.5,397
