Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
17,403,17,2016-11-26,GSW,,MIN,W 115-102,*,38:10,9,17,.529,4,9,.444,5,8,.625,.647,1,2,.500,1,5,6,2,1,0,2,1,23,16.5,10
18,404,18,2016-11-28,GSW,,ATL,W 105-100,*,37:04,8,18,.444,3,6,.500,5,12,.417,.528,1,1,1.000,2,2,4,2,1,1,2,3,20,12.5,2
19,405,19,2016-12-01,GSW,,HOU,L 127-132 (2OT),*,47:12,4,20,.200,3,13,.231,1,7,.143,.275,4,6,.667,0,6,6,3,0,0,2,1,15,3.3,-6
20,406,20,2016-12-03,GSW,,PHO,W 138-109,*,33:36,10,17,.588,6,7,.857,4,10,.400,.765,0,0,,1,4,5,3,2,1,2,1,26,22.4,24
21,407,21,2016-12-05,GSW,,IND,W 142-106,*,29:03,21,33,.636,8,14,.571,13,19,.684,.758,10,11,.909,0,2,2,1,0,0,0,0,60,46.2,37
22,408,22,2016-12-07,GSW,@,LAC,W 115-98,*,35:05,8,18,.444,3,6,.500,5,12,.417,.528,5,5,1.000,2,2,4,3,0,0,1,1,24,17.3,16
23,409,23,2016-12-08,GSW,@,UTA,W 106-99,*,27:54,5,13,.385,0,4,.000,5,9,.556,.385,0,0,,2,4,6,2,0,0,3,4,10,2.3,17
24,410,24,2016-12-10,GSW,@,MEM,L 89-110,*,31:00,4,14,.286,0,3,.000,4,11,.364,.286,0,0,,0,1,1,0,1,0,0,1,8,0.7,-23
25,411,25,2016-12-11,GSW,@,MIN,W 116-108,*,38:57,11,21,.524,4,12,.333,7,9,.778,.619,4,4,1.000,2,4,6,2,1,1,2,2,30,22.6,13
26,412,26,2016-12-13,GSW,@,NOP,W 113-109,*,37:09,6,16,.375,2,8,.250,4,8,.500,.438,3,4,.750,1,2,3,3,0,2,2,2,17,9.8,10
27,413,27,2016-12-15,GSW,,NYK,W 103-90,*,32:15,10,17,.588,4,10,.400,6,7,.857,.706,1,1,1.000,2,3,5,4,1,0,2,2,25,20.4,17
28,414,28,2016-12-17,GSW,,POR,W 135-90,*,25:22,7,15,.467,1,4,.250,6,11,.545,.500,1,1,1.000,0,0,0,2,0,1,0,0,16,10.4,21
29,415,29,2016-12-20,GSW,,UTA,W 104-74,*,31:13,8,13,.615,1,3,.333,7,10,.700,.654,0,0,,0,5,5,1,1,0,1,0,17,13.3,32
30,416,30,2016-12-22,GSW,@,BRK,W 117-101,*,35:10,9,24,.375,5,10,.500,4,14,.286,.479,0,0,,0,5,5,2,4,0,2,0,23,14.7,23
31,417,31,2016-12-23,GSW,@,DET,W 119-113,*,37:02,6,14,.429,3,8,.375,3,6,.500,.536,2,2,1.000,0,3,3,2,1,0,3,0,17,9.9,15
32,418,32,2016-12-25,GSW,@,CLE,L 108-109,*,40:37,9,16,.563,5,11,.455,4,5,.800,.719,1,2,.500,0,2,2,1,1,1,2,1,24,16.6,1
33,419,33,2016-12-28,GSW,,TOR,W 121-111,*,34:40,8,18,.444,5,7,.714,3,11,.273,.583,0,0,,1,5,6,2,1,2,2,3,21,14.4,18
34,420,34,2016-12-30,GSW,,DAL,W 108-99,*,35:42,11,19,.579,5,11,.455,6,8,.750,.711,2,2,1.000,0,4,4,2,1,1,2,0,29,22.4,4
35,421,35,2017-01-02,GSW,,DEN,W 127-119,*,37:00,9,19,.474,4,7,.571,5,12,.417,.579,3,3,1.000,0,5,5,1,0,1,0,1,25,17.8,7
36,422,36,2017-01-04,GSW,,POR,W 125-117,*,37:07,5,15,.333,1,7,.143,4,8,.500,.367,3,3,1.000,0,3,3,1,3,2,2,3,14,8.3,3
37,423,37,2017-01-06,GSW,,MEM,L 119-128 (OT),*,41:44,7,17,.412,2,6,.333,5,11,.455,.471,1,3,.333,3,3,6,2,0,0,0,1,17,11.1,2
38,424,38,2017-01-08,GSW,@,SAC,W 117-106,*,36:21,8,19,.421,1,7,.143,7,12,.583,.447,1,2,.500,1,5,6,2,0,0,5,3,18,4.9,18
38,,39,2017-01-10,GSW,,MIA,W 107-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,425,40,2017-01-12,GSW,,DET,W 127-107,*,35:34,9,15,.600,4,5,.800,5,10,.500,.733,1,4,.250,1,2,3,3,2,0,1,3,23,18.1,9
40,426,41,2017-01-16,GSW,,CLE,W 126-91,*,31:15,8,17,.471,5,11,.455,3,6,.500,.618,5,5,1.000,0,4,4,0,0,1,2,5,26,15.2,41
41,427,42,2017-01-18,GSW,,OKC,W 121-100,*,29:52,5,12,.417,3,5,.600,2,7,.286,.542,1,2,.500,1,3,4,3,1,1,1,2,14,10.8,21
42,428,43,2017-01-20,GSW,@,HOU,W 125-108,*,34:20,7,19,.368,2,10,.200,5,9,.556,.421,0,0,,0,1,1,1,1,0,2,1,16,5.1,9
43,429,44,2017-01-22,GSW,@,ORL,W 118-98,*,33:53,7,14,.500,7,9,.778,0,5,.000,.750,0,0,,0,5,5,1,0,1,3,1,21,13.5,17
44,430,45,2017-01-23,GSW,@,MIA,L 102-105,*,37:09,8,18,.444,3,8,.375,5,10,.500,.528,3,4,.750,0,5,5,1,2,1,2,4,22,13.5,1
45,431,46,2017-01-25,GSW,@,CHO,W 113-103,*,32:18,5,14,.357,2,8,.250,3,6,.500,.429,7,7,1.000,1,4,5,1,1,1,1,2,19,13.7,5
46,432,47,2017-01-28,GSW,,LAC,W 144-98,*,26:35,7,11,.636,2,3,.667,5,8,.625,.727,0,1,.000,0,1,1,1,1,0,2,1,16,10.3,22
47,433,48,2017-01-29,GSW,@,POR,W 113-111,*,35:17,6,21,.286,2,6,.333,4,15,.267,.333,13,15,.867,1,5,6,2,1,1,0,0,27,19.2,-3
48,434,49,2017-02-01,GSW,,CHO,W 126-111,*,33:20,10,19,.526,6,10,.600,4,9,.444,.684,3,3,1.000,1,4,5,8,1,2,1,1,29,28.2,30
49,435,50,2017-02-02,GSW,@,LAC,W 133-120,*,32:38,9,19,.474,3,6,.500,6,13,.462,.553,0,0,,3,4,7,2,0,0,2,2,21,13.2,15
50,436,51,2017-02-04,GSW,@,SAC,L 106-109 (OT),*,42:35,10,25,.400,4,11,.364,6,14,.429,.480,2,2,1.000,3,2,5,1,1,0,3,1,26,13.5,-11
51,437,52,2017-02-08,GSW,,CHI,W 123-92,*,29:18,10,18,.556,6,9,.667,4,9,.444,.722,2,2,1.000,0,5,5,3,0,0,3,2,28,19.2,12
52,438,53,2017-02-10,GSW,@,MEM,W 122-107,*,38:01,13,23,.565,8,15,.533,5,8,.625,.739,2,2,1.000,0,1,1,3,0,0,1,5,36,24.5,18
53,439,54,2017-02-11,GSW,@,OKC,W 130-114,*,33:02,7,12,.583,5,8,.625,2,4,.500,.792,7,8,.875,1,0,1,0,1,0,3,3,26,17.5,5
53,,55,2017-02-13,GSW,@,DEN,L 110-132,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
54,440,56,2017-02-15,GSW,,SAC,W 109-86,*,30:47,12,18,.667,7,12,.583,5,6,.833,.861,4,7,.571,2,3,5,4,2,0,0,1,35,32.7,35
55,441,57,2017-02-23,GSW,,LAC,W 123-113,*,31:14,7,12,.583,2,5,.400,5,7,.714,.667,2,2,1.000,0,0,0,4,0,0,1,0,18,14.2,7
56,442,58,2017-02-25,GSW,,BRK,W 112-95,*,31:21,8,18,.444,2,5,.400,6,13,.462,.500,6,6,1.000,0,4,4,4,0,1,1,1,24,17.9,23
57,443,59,2017-02-27,GSW,@,PHI,W 119-108,*,36:17,7,17,.412,3,9,.333,4,8,.500,.500,4,4,1.000,1,2,3,2,2,0,2,1,21,14.2,6
58,444,60,2017-02-28,GSW,@,WAS,L 108-112,*,38:22,5,20,.250,3,13,.231,2,7,.286,.325,3,4,.750,0,3,3,2,2,0,1,3,16,5.7,-17
59,445,61,2017-03-02,GSW,@,CHI,L 87-94,*,36:55,5,22,.227,1,11,.091,4,11,.364,.250,2,2,1.000,0,1,1,1,0,0,2,1,13,-1.8,-14
60,446,62,2017-03-05,GSW,@,NYK,W 112-105,*,37:19,8,21,.381,4,9,.444,4,12,.333,.476,9,9,1.000,2,2,4,1,1,0,1,1,29,19.8,-1
61,447,63,2017-03-06,GSW,@,ATL,W 119-111,*,29:35,5,12,.417,2,8,.250,3,4,.750,.500,1,2,.500,0,0,0,3,0,1,2,3,13,5.8,5
62,448,64,2017-03-08,GSW,,BOS,L 86-99,*,34:10,11,23,.478,2,8,.250,9,15,.600,.522,1,2,.500,1,5,6,1,1,2,2,2,25,15.4,2
63,449,65,2017-03-10,GSW,@,MIN,L 102-103,*,36:15,12,22,.545,3,6,.500,9,16,.563,.614,3,4,.750,0,5,5,2,1,0,2,1,30,20.5,9
63,,66,2017-03-11,GSW,@,SAS,L 85-107,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
64,450,67,2017-03-14,GSW,,PHI,W 106-104,*,37:30,10,22,.455,5,9,.556,5,13,.385,.568,3,3,1.000,1,1,2,1,0,0,1,1,28,16.9,-7
65,451,68,2017-03-16,GSW,,ORL,W 122-92,*,29:19,12,20,.600,5,9,.556,7,11,.636,.725,0,0,,0,4,4,5,0,1,3,1,29,21.8,19
66,452,69,2017-03-18,GSW,,MIL,W 117-92,*,34:28,9,16,.563,3,6,.500,6,10,.600,.656,0,1,.000,2,1,3,1,0,1,0,1,21,15.7,11
67,453,70,2017-03-20,GSW,@,OKC,W 111-95,*,31:59,12,21,.571,7,15,.467,5,6,.833,.738,3,3,1.000,1,5,6,2,2,0,1,2,34,27.9,15
68,454,71,2017-03-21,GSW,@,DAL,W 112-87,*,32:09,9,15,.600,5,8,.625,4,7,.571,.767,0,0,,0,3,3,3,3,0,2,1,23,19.7,17
69,455,72,2017-03-24,GSW,,SAC,W 114-100,*,29:49,3,14,.214,2,7,.286,1,7,.143,.286,0,0,,0,4,4,0,0,1,1,2,8,-0.5,-4
70,456,73,2017-03-26,GSW,,MEM,W 106-94,*,34:46,12,18,.667,7,11,.636,5,7,.714,.861,0,0,,0,2,2,1,0,0,1,1,31,23.1,15
71,457,74,2017-03-28,GSW,@,HOU,W 113-106,*,37:18,10,20,.500,5,12,.417,5,8,.625,.625,0,0,,0,5,5,1,2,2,2,3,25,17.4,4
72,458,75,2017-03-29,GSW,@,SAS,W 110-98,*,35:08,9,16,.563,4,9,.444,5,7,.714,.688,1,1,1.000,0,2,2,0,0,1,0,2,23,15.9,1
73,459,76,2017-03-31,GSW,,HOU,W 107-98,*,36:12,8,20,.400,4,9,.444,4,11,.364,.500,0,0,,1,7,8,4,2,1,1,3,20,15.3,-1
74,460,77,2017-04-02,GSW,,WAS,W 139-115,*,32:45,9,20,.450,4,10,.400,5,10,.500,.550,1,1,1.000,0,1,1,3,1,1,2,2,23,13.9,15
75,461,78,2017-04-04,GSW,,MIN,W 121-107,*,33:21,13,24,.542,7,14,.500,6,10,.600,.688,8,9,.889,0,2,2,3,2,1,1,2,41,32.6,19
76,462,79,2017-04-05,GSW,@,PHO,W 120-111,*,35:58,9,22,.409,2,9,.222,7,13,.538,.455,2,3,.667,1,6,7,2,1,1,2,3,22,12.2,2
77,463,80,2017-04-08,GSW,,NOP,W 123-101,*,27:26,5,16,.313,3,9,.333,2,7,.286,.406,7,7,1.000,1,2,3,2,0,1,0,0,20,14.2,18
77,,81,2017-04-10,GSW,,UTA,L 99-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
78,464,82,2017-04-12,GSW,,LAL,W 109-94,*,25:59,4,12,.333,1,5,.200,3,7,.429,.375,3,4,.750,1,1,2,2,2,0,0,0,12,9.2,11
,,,,,,,66-12,78,2647,644,1376,.468,268,647,.414,376,729,.516,.565,186,218,.853,49,236,285,160,66,40,128,139,1742,14.8,800
