Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
24,124,24,1986-12-20,CHI,,UTA,L 89-91,*,38:00,10,26,.385,0,0,,10,26,.385,.385,7,8,.875,0,4,4,7,2,4,5,3,27,17.1
25,125,25,1986-12-23,CHI,,CLE,W 108-92,*,35:00,18,33,.545,0,1,.000,18,32,.563,.545,7,7,1.000,4,1,5,6,2,0,3,2,43,32.6
26,126,26,1986-12-25,CHI,@,NYK,L 85-86,*,41:00,10,28,.357,0,0,,10,28,.357,.357,10,12,.833,1,2,3,5,6,2,6,1,30,19.4
27,127,27,1986-12-27,CHI,,IND,W 105-93,*,36:00,20,29,.690,0,0,,20,29,.690,.690,4,4,1.000,2,2,4,3,0,2,4,1,44,32.8
28,128,28,1986-12-30,CHI,,GSW,L 99-102,*,40:00,12,27,.444,2,3,.667,10,24,.417,.481,5,7,.714,1,4,5,3,4,0,2,4,31,20.5
29,129,29,1987-01-02,CHI,@,BOS,L 99-113,*,40:00,13,31,.419,0,1,.000,13,30,.433,.419,8,10,.800,6,2,8,3,1,0,2,2,34,21.8
30,130,30,1987-01-03,CHI,,DET,W 124-119,*,38:00,16,35,.457,0,2,.000,16,33,.485,.457,15,17,.882,1,3,4,2,1,0,1,4,47,29.5
31,131,31,1987-01-06,CHI,@,CLE,W 99-95,*,38:00,13,23,.565,0,0,,13,23,.565,.565,1,3,.333,0,2,2,3,2,0,3,5,27,15.0
32,132,32,1987-01-08,CHI,,POR,W 121-117,*,43:00,20,34,.588,0,0,,20,34,.588,.588,13,16,.813,3,1,4,5,3,2,3,3,53,42.1
33,133,33,1987-01-10,CHI,,NJN,W 119-109,*,36:00,8,24,.333,0,0,,8,24,.333,.333,15,15,1.000,1,6,7,5,2,1,4,3,31,20.9
34,134,34,1987-01-15,CHI,,HOU,L 96-107,*,43:00,17,43,.395,1,4,.250,16,39,.410,.407,8,9,.889,1,2,3,3,2,1,2,2,43,22.6
35,135,35,1987-01-17,CHI,,PHI,W 105-89,*,44:00,17,34,.500,0,0,,17,34,.500,.500,13,14,.929,5,5,10,6,4,1,4,2,47,38.7
36,136,36,1987-01-19,CHI,@,IND,L 95-109,*,41:00,11,25,.440,1,1,1.000,10,24,.417,.460,9,11,.818,4,2,6,3,0,0,5,5,32,16.6
37,137,37,1987-01-20,CHI,,MIL,W 103-90,*,39:00,11,22,.500,0,0,,11,22,.500,.500,9,10,.900,2,5,7,2,2,1,3,2,31,22.8
38,138,38,1987-01-23,CHI,,CLE,W 117-96,*,37:00,14,28,.500,1,1,1.000,13,27,.481,.518,6,6,1.000,1,1,2,2,3,0,3,1,35,23.0
39,139,39,1987-01-24,CHI,@,CLE,L 84-114,*,27:00,11,20,.550,0,0,,11,20,.550,.550,5,6,.833,0,0,0,1,1,0,1,4,27,16.1
40,140,40,1987-01-27,CHI,,BOS,L 97-105,*,40:00,13,34,.382,0,2,.000,13,32,.406,.382,4,6,.667,1,4,5,6,2,0,5,2,30,12.9
41,141,41,1987-01-28,CHI,@,BOS,L 103-132,*,37:00,11,23,.478,0,2,.000,11,21,.524,.478,5,8,.625,1,3,4,4,1,1,6,3,27,13.0
42,142,42,1987-01-30,CHI,@,PHI,L 112-121,*,41:00,19,35,.543,0,4,.000,19,31,.613,.543,11,12,.917,1,1,2,5,3,2,4,4,49,35.0
43,143,43,1987-02-01,CHI,@,DET,L 92-94,*,44:00,14,39,.359,1,5,.200,13,34,.382,.372,9,9,1.000,4,1,5,5,5,0,2,5,38,23.9
44,144,44,1987-02-03,CHI,,WSB,W 98-91,*,43:00,12,28,.429,0,1,.000,12,27,.444,.429,8,9,.889,3,3,6,6,0,2,5,3,32,19.2
45,145,45,1987-02-05,CHI,@,MIL,L 105-120,*,44:00,12,24,.500,0,0,,12,24,.500,.500,12,13,.923,2,5,7,5,2,2,3,2,36,29.6
46,146,46,1987-02-10,CHI,,PHI,W 104-99,*,41:00,11,22,.500,0,0,,11,22,.500,.500,7,9,.778,2,1,3,4,3,1,4,4,29,19.8
47,147,47,1987-02-13,CHI,,SEA,W 106-98,*,41:00,14,28,.500,0,0,,14,28,.500,.500,17,19,.895,0,3,3,6,2,2,1,3,45,36.5
48,148,48,1987-02-14,CHI,@,NYK,W 112-108,*,37:00,15,24,.625,0,1,.000,15,23,.652,.625,3,5,.600,0,2,2,8,3,3,2,2,33,29.9
49,149,49,1987-02-16,CHI,,SAC,L 120-124 (OT),*,48:00,13,30,.433,0,1,.000,13,29,.448,.433,17,18,.944,1,6,7,6,5,4,7,5,43,32.3
50,150,50,1987-02-20,CHI,,LAL,L 100-110,*,40:00,11,27,.407,0,0,,11,27,.407,.407,11,12,.917,2,0,2,5,5,2,2,4,33,25.8
51,151,51,1987-02-22,CHI,,CLE,W 102-98,*,39:00,16,29,.552,0,0,,16,29,.552,.552,11,15,.733,2,2,4,6,8,5,4,1,43,40.8
52,152,52,1987-02-24,CHI,,ATL,W 113-103,*,42:00,10,22,.455,0,0,,10,22,.455,.455,14,18,.778,3,9,12,2,5,5,2,3,34,32.5
53,153,53,1987-02-26,CHI,,NJN,W 128-113,*,37:00,16,25,.640,0,0,,16,25,.640,.640,26,27,.963,1,7,8,3,3,2,3,4,58,51.2
54,154,54,1987-02-28,CHI,,MIL,W 107-104,*,38:00,11,28,.393,0,1,.000,11,27,.407,.393,15,17,.882,3,3,6,2,3,1,3,4,37,24.5
55,155,55,1987-03-01,CHI,@,NJN,L 95-105,*,39:00,10,23,.435,0,1,.000,10,22,.455,.435,10,12,.833,3,1,4,4,3,2,7,4,30,18.1
56,156,56,1987-03-03,CHI,,LAC,W 114-80,*,28:00,11,17,.647,0,0,,11,17,.647,.647,8,9,.889,0,3,3,8,3,2,2,1,30,30.6
57,157,57,1987-03-04,CHI,@,DET,W 125-120 (OT),*,43:00,22,39,.564,0,0,,22,39,.564,.564,17,18,.944,3,4,7,3,3,3,5,0,61,47.6
58,158,58,1987-03-06,CHI,,NYK,L 109-110,*,39:00,10,24,.417,0,0,,10,24,.417,.417,7,9,.778,3,5,8,5,8,3,4,2,27,25.8
59,159,59,1987-03-08,CHI,,DAL,W 115-105 (OT),*,44:00,11,28,.393,0,1,.000,11,27,.407,.393,11,12,.917,3,3,6,4,5,3,1,2,33,28.5
60,160,60,1987-03-09,CHI,@,ATL,L 103-108,*,42:00,12,26,.462,0,1,.000,12,25,.480,.462,7,10,.700,2,5,7,8,3,1,3,2,31,24.8
61,161,61,1987-03-11,CHI,@,PHI,L 108-117,*,44:00,19,34,.559,1,1,1.000,18,33,.545,.574,10,11,.909,4,4,8,7,2,4,6,4,49,38.5
62,162,62,1987-03-13,CHI,,DET,L 99-100,*,36:00,7,22,.318,0,0,,7,22,.318,.318,10,13,.769,1,3,4,3,0,0,2,2,24,11.1
63,163,63,1987-03-14,CHI,@,WSB,L 105-106 (OT),*,47:00,5,20,.250,0,0,,5,20,.250,.250,3,3,1.000,1,6,7,8,4,2,7,0,13,7.5
64,164,64,1987-03-16,CHI,@,HOU,L 96-97,*,43:00,15,28,.536,0,1,.000,15,27,.556,.536,14,14,1.000,1,3,4,5,4,0,4,5,44,33.5
65,165,65,1987-03-17,CHI,@,DAL,L 96-114,*,42:00,7,21,.333,1,2,.500,6,19,.316,.357,6,7,.857,0,3,3,9,0,0,3,3,21,11.7
66,166,66,1987-03-19,CHI,@,LAC,W 114-97,*,41:00,14,23,.609,1,1,1.000,13,22,.591,.630,11,11,1.000,3,4,7,3,2,4,2,4,40,36.1
67,167,67,1987-03-21,CHI,@,SAC,W 112-97,*,44:00,13,25,.520,0,1,.000,13,24,.542,.520,14,15,.933,1,2,3,5,4,0,7,2,40,28.3
68,168,68,1987-03-22,CHI,@,POR,L 113-115,*,43:00,14,26,.538,0,2,.000,14,24,.583,.538,18,20,.900,0,1,1,6,4,0,7,3,46,32.9
69,169,69,1987-03-24,CHI,,PHI,W 93-91,*,44:00,22,32,.688,0,1,.000,22,31,.710,.688,12,15,.800,1,6,7,3,8,0,7,2,56,46.0
70,170,70,1987-03-26,CHI,@,NJN,L 107-109,*,43:00,14,30,.467,0,0,,14,30,.467,.467,12,14,.857,1,5,6,7,4,1,4,1,40,31.2
71,171,71,1987-03-27,CHI,,BOS,L 106-111,*,40:00,9,23,.391,0,0,,9,23,.391,.391,4,5,.800,3,4,7,7,7,1,3,3,22,20.8
72,172,72,1987-03-29,CHI,,NYK,W 115-96,*,40:00,13,24,.542,0,2,.000,13,22,.591,.542,7,9,.778,0,1,1,8,4,1,1,3,33,29.0
73,173,73,1987-03-31,CHI,,WSB,W 101-75,*,34:00,12,18,.667,0,0,,12,18,.667,.667,12,14,.857,0,3,3,4,3,1,4,2,36,30.0
74,174,74,1987-04-01,CHI,@,IND,L 94-99,*,41:00,10,25,.400,1,3,.333,9,22,.409,.420,5,6,.833,2,7,9,7,5,3,3,5,26,22.6
75,175,75,1987-04-03,CHI,@,WSB,L 118-122,*,45:00,13,22,.591,1,2,.500,12,20,.600,.614,5,5,1.000,1,1,2,7,2,1,4,4,32,24.8
76,176,76,1987-04-04,CHI,@,ATL,L 97-110,*,35:00,9,24,.375,0,1,.000,9,23,.391,.375,13,13,1.000,5,1,6,7,1,0,1,3,31,25.3
77,177,77,1987-04-07,CHI,,DET,W 116-86,*,26:00,13,21,.619,0,0,,13,21,.619,.619,13,16,.813,2,3,5,4,4,1,3,0,39,35.1
78,178,78,1987-04-10,CHI,@,PHI,L 96-98 (OT),*,50:00,11,31,.355,0,1,.000,11,30,.367,.355,12,15,.800,3,3,6,10,3,1,3,3,34,25.0
79,179,79,1987-04-12,CHI,,IND,W 116-95,*,42:00,19,27,.704,0,0,,19,27,.704,.704,15,18,.833,2,2,4,8,4,2,3,2,53,49.7
80,180,80,1987-04-13,CHI,@,MIL,W 114-107,*,41:00,16,31,.516,0,1,.000,16,30,.533,.516,18,22,.818,1,8,9,4,4,3,1,5,50,42.1
81,181,81,1987-04-16,CHI,,ATL,L 114-117,*,41:00,22,38,.579,0,3,.000,22,35,.629,.579,17,21,.810,5,5,10,1,4,1,3,3,61,47.8
82,182,82,1987-04-17,CHI,@,BOS,L 105-108,*,25:00,5,15,.333,0,0,,5,15,.333,.333,7,7,1.000,1,3,4,8,0,2,1,2,17,15.3
,,,,,,,40-42,82,3281,1098,2279,.482,12,66,.182,1086,2213,.491,.484,833,972,.857,166,264,430,377,236,125,272,237,3041,27.4
