Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
15,604,16,1992-12-08,CHI,@,ATL,L 114-123,*,46:00,14,28,.500,2,4,.500,12,24,.500,.536,2,2,1.000,3,9,12,8,1,0,2,5,32,25.4
16,605,17,1992-12-09,CHI,,CLE,W 108-91,*,35:00,10,22,.455,1,3,.333,9,19,.474,.477,7,7,1.000,2,9,11,10,4,2,3,2,28,29.3
17,606,18,1992-12-11,CHI,,HOU,L 96-110,*,40:00,11,23,.478,1,3,.333,10,20,.500,.500,3,3,1.000,4,7,11,4,0,1,4,4,26,17.1
18,607,19,1992-12-12,CHI,,NJN,W 95-89,*,41:00,13,26,.500,3,6,.500,10,20,.500,.558,9,12,.750,0,6,6,3,1,1,2,2,38,26.6
19,608,20,1992-12-15,CHI,,CHH,W 125-110,*,33:00,11,21,.524,3,3,1.000,8,18,.444,.595,0,0,,1,3,4,6,3,2,5,1,25,19.5
20,609,21,1992-12-17,CHI,@,WSB,W 107-99,*,40:00,12,29,.414,0,1,.000,12,28,.429,.414,4,4,1.000,1,6,7,8,4,2,1,3,28,23.8
21,610,22,1992-12-19,CHI,,PHI,L 96-98,*,42:00,11,26,.423,1,4,.250,10,22,.455,.442,0,0,,4,6,10,10,4,1,1,4,23,22.9
22,611,23,1992-12-21,CHI,,MIA,W 86-82,*,43:00,6,19,.316,1,3,.333,5,16,.313,.342,5,6,.833,3,5,8,3,5,2,2,2,18,16.0
23,612,24,1992-12-23,CHI,,WSB,W 107-98,*,42:00,22,37,.595,6,8,.750,16,29,.552,.676,7,8,.875,0,2,2,10,3,1,1,3,57,48.6
24,613,25,1992-12-25,CHI,,NYK,W 89-77,*,41:00,15,34,.441,0,4,.000,15,30,.500,.441,12,16,.750,0,8,8,5,3,1,4,2,42,27.4
25,614,26,1992-12-26,CHI,@,IND,W 95-84,*,40:00,8,22,.364,1,3,.333,7,19,.368,.386,0,0,,3,6,9,8,1,0,2,5,17,11.3
26,615,27,1992-12-29,CHI,@,CHH,W 114-103,*,42:00,9,25,.360,1,3,.333,8,22,.364,.380,9,10,.900,4,8,12,11,0,1,3,1,28,23.9
27,616,28,1992-12-30,CHI,@,MIA,W 105-100,*,40:00,9,18,.500,0,1,.000,9,17,.529,.500,21,24,.875,1,5,6,8,3,2,1,2,39,39.2
28,617,29,1993-01-02,CHI,,IND,W 109-100,*,40:00,14,27,.519,2,4,.500,12,23,.522,.556,9,11,.818,3,5,8,5,1,0,2,3,39,29.8
29,618,30,1993-01-05,CHI,,LAL,L 88-91,*,41:00,15,31,.484,1,6,.167,14,25,.560,.500,5,6,.833,0,4,4,5,2,1,1,4,36,24.7
30,619,31,1993-01-06,CHI,@,CLE,L 95-117,*,34:00,10,22,.455,0,1,.000,10,21,.476,.455,3,5,.600,2,6,8,3,1,0,2,1,23,14.7
31,620,32,1993-01-08,CHI,,MIL,W 120-95,*,35:00,15,26,.577,2,5,.400,13,21,.619,.615,3,3,1.000,3,5,8,7,4,0,2,2,35,32.5
32,621,33,1993-01-09,CHI,@,PHI,L 91-104,*,44:00,13,36,.361,0,4,.000,13,32,.406,.361,4,4,1.000,2,9,11,6,2,0,3,5,30,15.3
33,622,34,1993-01-12,CHI,@,ORL,W 122-106,*,37:00,9,22,.409,0,1,.000,9,21,.429,.409,5,6,.833,2,6,8,4,3,3,3,0,23,18.9
34,623,35,1993-01-15,CHI,,GSW,W 122-101,*,38:00,10,19,.526,1,2,.500,9,17,.529,.553,5,5,1.000,2,10,12,10,5,2,2,1,26,32.1
35,624,36,1993-01-16,CHI,,ORL,L 124-128 (OT),*,47:00,27,49,.551,1,5,.200,26,44,.591,.561,9,11,.818,4,2,6,1,5,0,2,5,64,44.8
36,625,37,1993-01-18,CHI,,BOS,W 103-93,*,30:00,10,22,.455,0,1,.000,10,21,.476,.455,9,10,.900,4,4,8,3,4,1,2,1,29,25.6
37,626,38,1993-01-21,CHI,@,NJN,W 107-94,*,39:00,12,24,.500,2,4,.500,10,20,.500,.542,4,4,1.000,1,2,3,4,4,0,3,2,30,22.3
38,627,39,1993-01-22,CHI,,CHH,L 97-105,*,43:00,10,26,.385,0,2,.000,10,24,.417,.385,8,11,.727,2,4,6,2,3,1,1,4,28,17.7
39,628,40,1993-01-24,CHI,@,SAS,L 99-103,*,44:00,16,35,.457,0,2,.000,16,33,.485,.457,10,11,.909,5,6,11,3,4,2,4,3,42,31.1
40,629,41,1993-01-26,CHI,@,DAL,W 123-88,*,27:00,7,15,.467,1,4,.250,6,11,.545,.500,0,0,,2,8,10,4,3,0,3,3,15,12.7
41,630,42,1993-01-28,CHI,@,HOU,L 83-94,*,39:00,12,27,.444,1,1,1.000,11,26,.423,.463,1,2,.500,0,6,6,4,5,0,3,2,26,17.3
42,631,43,1993-01-30,CHI,@,DEN,L 102-109,*,41:00,14,31,.452,0,2,.000,14,29,.483,.452,11,15,.733,3,4,7,5,4,1,3,2,39,29.0
43,632,44,1993-02-01,CHI,@,UTA,W 96-92,*,43:00,13,28,.464,1,3,.333,12,25,.480,.482,10,14,.714,3,4,7,2,1,1,4,0,37,23.4
44,633,45,1993-02-03,CHI,@,SAC,W 107-88,*,39:00,14,26,.538,2,2,1.000,12,24,.500,.577,6,7,.857,0,3,3,2,2,2,3,5,36,23.7
45,634,46,1993-02-04,CHI,@,LAC,W 107-105 (OT),*,47:00,13,34,.382,0,3,.000,13,31,.419,.382,7,7,1.000,2,4,6,4,2,1,3,5,33,17.5
46,635,47,1993-02-07,CHI,@,POR,W 101-91,*,43:00,13,28,.464,4,7,.571,9,21,.429,.536,4,6,.667,3,8,11,5,2,2,1,1,34,28.8
47,636,48,1993-02-10,CHI,@,IND,W 115-104,*,42:00,16,27,.593,1,3,.333,15,24,.625,.611,7,9,.778,1,8,9,8,6,0,3,2,40,37.6
48,637,50,1993-02-13,CHI,,CLE,L 111-116,*,43:00,12,22,.545,0,3,.000,12,19,.632,.545,1,2,.500,1,5,6,5,3,1,3,2,25,19.6
49,638,51,1993-02-15,CHI,,SAC,W 119-101,*,37:00,12,21,.571,0,2,.000,12,19,.632,.571,8,10,.800,3,5,8,6,3,1,3,3,32,28.6
50,639,52,1993-02-17,CHI,,UTA,W 114-96,*,34:00,10,25,.400,2,6,.333,8,19,.421,.440,5,7,.714,4,4,8,6,3,0,3,2,27,20.1
51,640,53,1993-02-23,CHI,,MIL,W 99-95,*,41:00,15,26,.577,0,1,.000,15,25,.600,.577,4,6,.667,1,2,3,4,3,1,2,3,34,25.6
52,641,54,1993-02-25,CHI,@,ORL,W 108-106,*,41:00,13,29,.448,1,3,.333,12,26,.462,.466,9,10,.900,0,4,4,4,4,0,2,3,36,25.3
53,642,55,1993-02-27,CHI,,ATL,W 112-92,*,36:00,13,27,.481,3,4,.750,10,23,.435,.537,5,5,1.000,2,7,9,8,2,0,2,1,34,29.0
54,643,56,1993-03-02,CHI,@,NJN,W 87-80,*,40:00,8,17,.471,1,3,.333,7,14,.500,.500,7,9,.778,3,6,9,8,1,0,6,4,24,17.4
55,644,59,1993-03-09,CHI,,SEA,W 86-83,*,41:00,15,28,.536,0,3,.000,15,25,.600,.536,8,9,.889,2,2,4,9,6,1,2,3,38,35.8
56,645,60,1993-03-11,CHI,@,MIA,L 95-97,*,38:00,11,25,.440,1,2,.500,10,23,.435,.460,6,6,1.000,0,5,5,8,0,0,1,5,29,20.0
57,646,61,1993-03-12,CHI,,CHH,W 123-108,*,43:00,21,35,.600,2,4,.500,19,31,.613,.629,8,9,.889,3,6,9,5,2,1,0,3,52,44.4
58,647,62,1993-03-14,CHI,@,DET,L 99-101,*,43:00,11,25,.440,1,3,.333,10,22,.455,.460,5,6,.833,0,5,5,6,1,0,0,1,28,20.8
59,648,63,1993-03-15,CHI,,LAC,W 101-94,*,38:00,10,22,.455,0,1,.000,10,21,.476,.455,3,4,.750,3,6,9,4,4,0,7,3,23,13.7
60,649,64,1993-03-19,CHI,,WSB,W 104-99,*,39:00,9,27,.333,0,0,,9,27,.333,.333,7,7,1.000,1,2,3,5,2,1,0,4,25,15.6
61,650,65,1993-03-20,CHI,@,WSB,W 126-101,*,31:00,16,27,.593,2,2,1.000,14,25,.560,.630,13,15,.867,0,8,8,4,2,0,1,2,47,39.1
62,651,66,1993-03-23,CHI,,MIN,W 107-100,*,42:00,12,21,.571,4,6,.667,8,15,.533,.667,6,6,1.000,1,4,5,7,5,1,3,1,34,33.2
63,652,67,1993-03-24,CHI,@,PHI,W 113-100,*,39:00,20,29,.690,2,4,.500,18,25,.720,.724,1,2,.500,0,2,2,4,3,0,5,2,43,30.9
64,653,68,1993-03-26,CHI,,ORL,W 107-86,*,33:00,5,14,.357,0,0,,5,14,.357,.357,8,8,1.000,0,7,7,6,2,0,1,1,18,17.1
65,654,69,1993-03-30,CHI,,PHO,L 109-113,*,40:00,19,31,.613,0,6,.000,19,25,.760,.613,6,7,.857,0,3,3,5,4,0,3,1,44,34.5
66,655,70,1993-04-02,CHI,,NJN,W 118-105,*,38:00,16,24,.667,0,0,,16,24,.667,.667,8,9,.889,1,6,7,7,9,1,5,3,40,40.1
67,656,71,1993-04-04,CHI,@,BOS,W 101-89,*,40:00,14,23,.609,1,1,1.000,13,22,.591,.630,3,6,.500,1,4,5,2,2,0,4,2,32,20.8
68,657,72,1993-04-06,CHI,@,MIL,L 109-113,*,44:00,13,30,.433,1,6,.167,12,24,.500,.450,3,4,.750,1,4,5,6,4,0,5,4,30,17.3
69,658,73,1993-04-09,CHI,@,ATL,W 88-87,*,44:00,12,23,.522,1,3,.333,11,20,.550,.543,5,5,1.000,1,11,12,4,4,2,7,2,30,23.1
70,659,74,1993-04-10,CHI,@,IND,W 92-87,*,42:00,11,25,.440,0,1,.000,11,24,.458,.440,3,4,.750,2,4,6,5,5,0,3,3,25,18.4
71,660,75,1993-04-12,CHI,@,DET,W 98-95,*,41:00,9,21,.429,0,4,.000,9,17,.529,.429,5,5,1.000,0,6,6,4,2,0,3,3,23,14.3
72,661,76,1993-04-14,CHI,,MIA,W 119-92,*,31:00,12,19,.632,3,4,.750,9,15,.600,.711,7,7,1.000,1,3,4,4,2,0,1,3,34,29.7
73,662,77,1993-04-16,CHI,,MIL,W 119-105,*,35:00,15,25,.600,0,3,.000,15,22,.682,.600,17,21,.810,1,6,7,5,5,0,1,1,47,43.5
74,663,78,1993-04-18,CHI,@,CLE,L 94-103,*,45:00,13,26,.500,0,3,.000,13,23,.565,.500,6,7,.857,1,0,1,9,0,1,3,3,32,22.1
75,664,79,1993-04-20,CHI,,PHI,W 123-94,*,27:00,12,22,.545,3,6,.500,9,16,.563,.614,1,1,1.000,1,2,3,4,8,0,1,1,28,28.1
76,665,80,1993-04-22,CHI,,DET,W 109-103 (OT),*,46:00,15,27,.556,0,1,.000,15,26,.577,.556,6,11,.545,1,6,7,4,4,0,2,4,36,26.8
77,666,81,1993-04-23,CHI,@,CHH,L 103-104,*,38:00,15,27,.556,1,2,.500,14,25,.560,.574,7,8,.875,1,3,4,3,0,0,2,3,38,25.2
78,667,82,1993-04-25,CHI,@,NYK,L 84-89,*,37:00,10,28,.357,0,2,.000,10,26,.385,.357,1,3,.333,5,1,6,7,1,1,4,1,21,10.6
